Kod;Nazwa;Rok;Kategoria;Jednostka;Value
3012000;Powiat krotoszyński;2016;ogółem;-;997.0
3012000;Powiat krotoszyński;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;166.0
3012000;Powiat krotoszyński;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;189.0
3012000;Powiat krotoszyński;2016;przeciwko mieniu;-;445.0
3012000;Powiat krotoszyński;2016;przeciwko rodzinie i opiece;-;67.0
3012000;Powiat krotoszyński;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;46.0
3012000;Powiat krotoszyński;2016;przeciwko życiu i zdrowiu;-;17.0
3012000;Powiat krotoszyński;2017;o charakterze gospodarczym;-;291.0
3012000;Powiat krotoszyński;2017;o charakterze kryminalnym;-;584.0
3012000;Powiat krotoszyński;2017;ogółem;-;1071.0
3012000;Powiat krotoszyński;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;121.0
3012000;Powiat krotoszyński;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;150.0
3012000;Powiat krotoszyński;2017;przeciwko mieniu;-;306.0
3012000;Powiat krotoszyński;2017;przeciwko rodzinie i opiece;-;106.0
3012000;Powiat krotoszyński;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;33.0
3012000;Powiat krotoszyński;2017;przeciwko życiu i zdrowiu;-;24.0
3012000;Powiat krotoszyński;2018;o charakterze gospodarczym;-;372.0
3012000;Powiat krotoszyński;2018;o charakterze kryminalnym;-;818.0
3012000;Powiat krotoszyński;2018;ogółem;-;1358.0
3012000;Powiat krotoszyński;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;128.0
3012000;Powiat krotoszyński;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;141.0
3012000;Powiat krotoszyński;2018;przeciwko mieniu;-;727.0
3012000;Powiat krotoszyński;2018;przeciwko rodzinie i opiece;-;158.0
3012000;Powiat krotoszyński;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;37.0
3012000;Powiat krotoszyński;2018;przeciwko życiu i zdrowiu;-;17.0
3012000;Powiat krotoszyński;2019;o charakterze gospodarczym;-;244.0
3012000;Powiat krotoszyński;2019;o charakterze kryminalnym;-;647.0
3012000;Powiat krotoszyński;2019;ogółem;-;1071.0
3012000;Powiat krotoszyński;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;127.0
3012000;Powiat krotoszyński;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;133.0
3012000;Powiat krotoszyński;2019;przeciwko mieniu;-;345.0
3012000;Powiat krotoszyński;2019;przeciwko rodzinie i opiece;-;133.0
3012000;Powiat krotoszyński;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;29.0
3012000;Powiat krotoszyński;2019;przeciwko życiu i zdrowiu;-;28.0
3012000;Powiat krotoszyński;2020;o charakterze gospodarczym;-;284.0
3012000;Powiat krotoszyński;2020;o charakterze kryminalnym;-;683.0
3012000;Powiat krotoszyński;2020;ogółem;-;1137.0
3012000;Powiat krotoszyński;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;138.0
3012000;Powiat krotoszyński;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;144.0
3012000;Powiat krotoszyński;2020;przeciwko mieniu;-;483.0
3012000;Powiat krotoszyński;2020;przeciwko rodzinie i opiece;-;106.0
3012000;Powiat krotoszyński;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;34.0
3012000;Powiat krotoszyński;2020;przeciwko życiu i zdrowiu;-;18.0
3012000;Powiat krotoszyński;2021;o charakterze gospodarczym;-;349.0
3012000;Powiat krotoszyński;2021;o charakterze kryminalnym;-;931.0
3012000;Powiat krotoszyński;2021;ogółem;-;1457.0
3012000;Powiat krotoszyński;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;134.0
3012000;Powiat krotoszyński;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;151.0
3012000;Powiat krotoszyński;2021;przeciwko mieniu;-;741.0
3012000;Powiat krotoszyński;2021;przeciwko rodzinie i opiece;-;107.0
3012000;Powiat krotoszyński;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;34.0
3012000;Powiat krotoszyński;2021;przeciwko życiu i zdrowiu;-;9.0
3012000;Powiat krotoszyński;2022;o charakterze gospodarczym;-;151.0
3012000;Powiat krotoszyński;2022;o charakterze kryminalnym;-;709.0
3012000;Powiat krotoszyński;2022;ogółem;-;1063.0
3012000;Powiat krotoszyński;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;150.0
3012000;Powiat krotoszyński;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;160.0
3012000;Powiat krotoszyński;2022;przeciwko mieniu;-;410.0
3012000;Powiat krotoszyński;2022;przeciwko rodzinie i opiece;-;93.0
3012000;Powiat krotoszyński;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;28.0
3012000;Powiat krotoszyński;2022;przeciwko życiu i zdrowiu;-;19.0
3012000;Powiat krotoszyński;2023;o charakterze gospodarczym;-;462.0
3012000;Powiat krotoszyński;2023;o charakterze kryminalnym;-;744.0
3012000;Powiat krotoszyński;2023;ogółem;-;1381.0
3012000;Powiat krotoszyński;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;113.0
3012000;Powiat krotoszyński;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;125.0
3012000;Powiat krotoszyński;2023;przeciwko mieniu;-;849.0
3012000;Powiat krotoszyński;2023;przeciwko rodzinie i opiece;-;70.0
3012000;Powiat krotoszyński;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;25.0
3012000;Powiat krotoszyński;2023;przeciwko życiu i zdrowiu;-;17.0
3012000;Powiat krotoszyński;2024;o charakterze gospodarczym;-;664.0
3012000;Powiat krotoszyński;2024;o charakterze kryminalnym;-;850.0
3012000;Powiat krotoszyński;2024;ogółem;-;1704.0
3012000;Powiat krotoszyński;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;117.0
3012000;Powiat krotoszyński;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;132.0
3012000;Powiat krotoszyński;2024;przeciwko mieniu;-;953.0
3012000;Powiat krotoszyński;2024;przeciwko rodzinie i opiece;-;75.0
3012000;Powiat krotoszyński;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;26.0
3012000;Powiat krotoszyński;2024;przeciwko życiu i zdrowiu;-;13.0
3013000;Powiat leszczyński;2013;o charakterze gospodarczym;-;184.0
3013000;Powiat leszczyński;2013;o charakterze kryminalnym;-;617.0
3013000;Powiat leszczyński;2013;ogółem;-;1067.0
3013000;Powiat leszczyński;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;224.0
3013000;Powiat leszczyński;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;224.0
3013000;Powiat leszczyński;2013;przeciwko mieniu;-;449.0
3013000;Powiat leszczyński;2013;przeciwko rodzinie i opiece;-;34.0
3013000;Powiat leszczyński;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;17.0
3013000;Powiat leszczyński;2013;przeciwko życiu i zdrowiu;-;26.0
3013000;Powiat leszczyński;2014;o charakterze gospodarczym;-;48.0
3013000;Powiat leszczyński;2014;o charakterze kryminalnym;-;367.0
3013000;Powiat leszczyński;2014;ogółem;-;573.0
3013000;Powiat leszczyński;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;114.0
3013000;Powiat leszczyński;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;115.0
3013000;Powiat leszczyński;2014;przeciwko mieniu;-;280.0
3013000;Powiat leszczyński;2014;przeciwko rodzinie i opiece;-;28.0
3013000;Powiat leszczyński;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;19.0
3013000;Powiat leszczyński;2014;przeciwko życiu i zdrowiu;-;17.0
3013000;Powiat leszczyński;2015;o charakterze gospodarczym;-;224.0
3013000;Powiat leszczyński;2015;o charakterze kryminalnym;-;325.0
3013000;Powiat leszczyński;2015;ogółem;-;710.0
3013000;Powiat leszczyński;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;93.0
3013000;Powiat leszczyński;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;100.0
3013000;Powiat leszczyński;2015;przeciwko mieniu;-;415.0
3013000;Powiat leszczyński;2015;przeciwko rodzinie i opiece;-;20.0
3013000;Powiat leszczyński;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;15.0
3013000;Powiat leszczyński;2015;przeciwko życiu i zdrowiu;-;15.0
3013000;Powiat leszczyński;2016;o charakterze gospodarczym;-;246.0
3013000;Powiat leszczyński;2016;o charakterze kryminalnym;-;264.0
3013000;Powiat leszczyński;2016;ogółem;-;704.0
3013000;Powiat leszczyński;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;107.0
3013000;Powiat leszczyński;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;121.0
3013000;Powiat leszczyński;2016;przeciwko mieniu;-;383.0
3013000;Powiat leszczyński;2016;przeciwko rodzinie i opiece;-;15.0
3013000;Powiat leszczyński;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;10.0
3013000;Powiat leszczyński;2016;przeciwko życiu i zdrowiu;-;12.0
3013000;Powiat leszczyński;2017;o charakterze gospodarczym;-;85.0
3013000;Powiat leszczyński;2017;o charakterze kryminalnym;-;252.0
3013000;Powiat leszczyński;2017;ogółem;-;519.0
3013000;Powiat leszczyński;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;103.0
3013000;Powiat leszczyński;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;120.0
3013000;Powiat leszczyński;2017;przeciwko mieniu;-;200.0
3013000;Powiat leszczyński;2017;przeciwko rodzinie i opiece;-;22.0
3013000;Powiat leszczyński;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;8.0
3013000;Powiat leszczyński;2017;przeciwko życiu i zdrowiu;-;6.0
3013000;Powiat leszczyński;2018;o charakterze gospodarczym;-;496.0
3013000;Powiat leszczyński;2018;o charakterze kryminalnym;-;256.0
3013000;Powiat leszczyński;2018;ogółem;-;924.0
3013000;Powiat leszczyński;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;90.0
3013000;Powiat leszczyński;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;103.0
3013000;Powiat leszczyński;2018;przeciwko mieniu;-;143.0
3013000;Powiat leszczyński;2018;przeciwko rodzinie i opiece;-;47.0
3013000;Powiat leszczyński;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;31.0
3013000;Powiat leszczyński;2018;przeciwko życiu i zdrowiu;-;8.0
3013000;Powiat leszczyński;2019;o charakterze gospodarczym;-;1707.0
3013000;Powiat leszczyński;2019;o charakterze kryminalnym;-;355.0
3013000;Powiat leszczyński;2019;ogółem;-;2213.0
3013000;Powiat leszczyński;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;75.0
3013000;Powiat leszczyński;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;83.0
3013000;Powiat leszczyński;2019;przeciwko mieniu;-;1829.0
3013000;Powiat leszczyński;2019;przeciwko rodzinie i opiece;-;50.0
3013000;Powiat leszczyński;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;31.0
3013000;Powiat leszczyński;2019;przeciwko życiu i zdrowiu;-;11.0
3013000;Powiat leszczyński;2020;o charakterze gospodarczym;-;42.0
3013000;Powiat leszczyński;2020;o charakterze kryminalnym;-;339.0
3013000;Powiat leszczyński;2020;ogółem;-;500.0
3013000;Powiat leszczyński;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;75.0
3013000;Powiat leszczyński;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;78.0
3013000;Powiat leszczyński;2020;przeciwko mieniu;-;168.0
3013000;Powiat leszczyński;2020;przeciwko rodzinie i opiece;-;59.0
3013000;Powiat leszczyński;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;13.0
3013000;Powiat leszczyński;2020;przeciwko życiu i zdrowiu;-;3.0
3013000;Powiat leszczyński;2021;o charakterze gospodarczym;-;62.0
3013000;Powiat leszczyński;2021;o charakterze kryminalnym;-;525.0
3013000;Powiat leszczyński;2021;ogółem;-;698.0
3013000;Powiat leszczyński;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;78.0
3013000;Powiat leszczyński;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;83.0
3013000;Powiat leszczyński;2021;przeciwko mieniu;-;191.0
3013000;Powiat leszczyński;2021;przeciwko rodzinie i opiece;-;50.0
3013000;Powiat leszczyński;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;13.0
3013000;Powiat leszczyński;2021;przeciwko życiu i zdrowiu;-;6.0
3013000;Powiat leszczyński;2022;o charakterze gospodarczym;-;167.0
3013000;Powiat leszczyński;2022;o charakterze kryminalnym;-;287.0
3013000;Powiat leszczyński;2022;ogółem;-;564.0
3013000;Powiat leszczyński;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;80.0
3013000;Powiat leszczyński;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;82.0
3013000;Powiat leszczyński;2022;przeciwko mieniu;-;304.0
3013000;Powiat leszczyński;2022;przeciwko rodzinie i opiece;-;50.0
3013000;Powiat leszczyński;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;10.0
3013000;Powiat leszczyński;2022;przeciwko życiu i zdrowiu;-;5.0
3013000;Powiat leszczyński;2023;o charakterze gospodarczym;-;75.0
3013000;Powiat leszczyński;2023;o charakterze kryminalnym;-;256.0
3013000;Powiat leszczyński;2023;ogółem;-;476.0
3013000;Powiat leszczyński;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;74.0
3013000;Powiat leszczyński;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;86.0
3013000;Powiat leszczyński;2023;przeciwko mieniu;-;162.0
3013000;Powiat leszczyński;2023;przeciwko rodzinie i opiece;-;52.0
3013000;Powiat leszczyński;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;7.0
3013000;Powiat leszczyński;2023;przeciwko życiu i zdrowiu;-;10.0
3013000;Powiat leszczyński;2024;o charakterze gospodarczym;-;85.0
3013000;Powiat leszczyński;2024;o charakterze kryminalnym;-;350.0
3013000;Powiat leszczyński;2024;ogółem;-;593.0
3013000;Powiat leszczyński;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;95.0
3013000;Powiat leszczyński;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;102.0
3013000;Powiat leszczyński;2024;przeciwko mieniu;-;260.0
3013000;Powiat leszczyński;2024;przeciwko rodzinie i opiece;-;43.0
3013000;Powiat leszczyński;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;25.0
3013000;Powiat leszczyński;2024;przeciwko życiu i zdrowiu;-;9.0
3014000;Powiat międzychodzki;2013;o charakterze gospodarczym;-;170.0
3014000;Powiat międzychodzki;2013;o charakterze kryminalnym;-;396.0
3014000;Powiat międzychodzki;2013;ogółem;-;753.0
3014000;Powiat międzychodzki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;171.0
3014000;Powiat międzychodzki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;173.0
3014000;Powiat międzychodzki;2013;przeciwko mieniu;-;365.0
3014000;Powiat międzychodzki;2013;przeciwko rodzinie i opiece;-;25.0
3014000;Powiat międzychodzki;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;21.0
3014000;Powiat międzychodzki;2013;przeciwko życiu i zdrowiu;-;19.0
3014000;Powiat międzychodzki;2014;o charakterze gospodarczym;-;64.0
3014000;Powiat międzychodzki;2014;o charakterze kryminalnym;-;370.0
3014000;Powiat międzychodzki;2014;ogółem;-;527.0
3014000;Powiat międzychodzki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;79.0
3014000;Powiat międzychodzki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;78.0
3014000;Powiat międzychodzki;2014;przeciwko mieniu;-;246.0
3014000;Powiat międzychodzki;2014;przeciwko rodzinie i opiece;-;24.0
3014000;Powiat międzychodzki;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;18.0
3014000;Powiat międzychodzki;2014;przeciwko życiu i zdrowiu;-;15.0
3014000;Powiat międzychodzki;2015;o charakterze gospodarczym;-;327.0
3014000;Powiat międzychodzki;2015;o charakterze kryminalnym;-;236.0
3014000;Powiat międzychodzki;2015;ogółem;-;647.0
3014000;Powiat międzychodzki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;65.0
3014000;Powiat międzychodzki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;70.0
3014000;Powiat międzychodzki;2015;przeciwko mieniu;-;184.0
3014000;Powiat międzychodzki;2015;przeciwko rodzinie i opiece;-;12.0
3014000;Powiat międzychodzki;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;8.0
3014000;Powiat międzychodzki;2015;przeciwko życiu i zdrowiu;-;10.0
3014000;Powiat międzychodzki;2016;o charakterze gospodarczym;-;81.0
3014000;Powiat międzychodzki;2016;o charakterze kryminalnym;-;226.0
3014000;Powiat międzychodzki;2016;ogółem;-;400.0
3014000;Powiat międzychodzki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;67.0
3014000;Powiat międzychodzki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;73.0
3014000;Powiat międzychodzki;2016;przeciwko mieniu;-;177.0
3014000;Powiat międzychodzki;2016;przeciwko rodzinie i opiece;-;19.0
3014000;Powiat międzychodzki;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;15.0
3014000;Powiat międzychodzki;2016;przeciwko życiu i zdrowiu;-;15.0
3014000;Powiat międzychodzki;2017;o charakterze gospodarczym;-;69.0
3014000;Powiat międzychodzki;2017;o charakterze kryminalnym;-;220.0
3014000;Powiat międzychodzki;2017;ogółem;-;361.0
3014000;Powiat międzychodzki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;56.0
3014000;Powiat międzychodzki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;64.0
3014000;Powiat międzychodzki;2017;przeciwko mieniu;-;150.0
3014000;Powiat międzychodzki;2017;przeciwko rodzinie i opiece;-;39.0
3014000;Powiat międzychodzki;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;18.0
3014000;Powiat międzychodzki;2017;przeciwko życiu i zdrowiu;-;10.0
3014000;Powiat międzychodzki;2018;o charakterze gospodarczym;-;61.0
3014000;Powiat międzychodzki;2018;o charakterze kryminalnym;-;313.0
3014000;Powiat międzychodzki;2018;ogółem;-;445.0
3014000;Powiat międzychodzki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;54.0
3014000;Powiat międzychodzki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;55.0
3014000;Powiat międzychodzki;2018;przeciwko mieniu;-;174.0
3014000;Powiat międzychodzki;2018;przeciwko rodzinie i opiece;-;104.0
3014000;Powiat międzychodzki;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;24.0
3014000;Powiat międzychodzki;2018;przeciwko życiu i zdrowiu;-;19.0
3014000;Powiat międzychodzki;2019;o charakterze gospodarczym;-;70.0
3014000;Powiat międzychodzki;2019;o charakterze kryminalnym;-;291.0
3014000;Powiat międzychodzki;2019;ogółem;-;461.0
3014000;Powiat międzychodzki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;84.0
3014000;Powiat międzychodzki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;91.0
3014000;Powiat międzychodzki;2019;przeciwko mieniu;-;148.0
3014000;Powiat międzychodzki;2019;przeciwko rodzinie i opiece;-;72.0
3014000;Powiat międzychodzki;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;22.0
3014000;Powiat międzychodzki;2019;przeciwko życiu i zdrowiu;-;9.0
3014000;Powiat międzychodzki;2020;o charakterze gospodarczym;-;114.0
3014000;Powiat międzychodzki;2020;o charakterze kryminalnym;-;327.0
3014000;Powiat międzychodzki;2020;ogółem;-;565.0
3014000;Powiat międzychodzki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;98.0
3014000;Powiat międzychodzki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;101.0
3014000;Powiat międzychodzki;2020;przeciwko mieniu;-;194.0
3014000;Powiat międzychodzki;2020;przeciwko rodzinie i opiece;-;75.0
3014000;Powiat międzychodzki;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;29.0
3014000;Powiat międzychodzki;2020;przeciwko życiu i zdrowiu;-;18.0
3014000;Powiat międzychodzki;2021;o charakterze gospodarczym;-;125.0
3014000;Powiat międzychodzki;2021;o charakterze kryminalnym;-;389.0
3014000;Powiat międzychodzki;2021;ogółem;-;647.0
3014000;Powiat międzychodzki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;91.0
3014000;Powiat międzychodzki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;100.0
3014000;Powiat międzychodzki;2021;przeciwko mieniu;-;288.0
3014000;Powiat międzychodzki;2021;przeciwko rodzinie i opiece;-;89.0
3014000;Powiat międzychodzki;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;26.0
3014000;Powiat międzychodzki;2021;przeciwko życiu i zdrowiu;-;28.0
3014000;Powiat międzychodzki;2022;o charakterze gospodarczym;-;135.0
3014000;Powiat międzychodzki;2022;o charakterze kryminalnym;-;320.0
3014000;Powiat międzychodzki;2022;ogółem;-;576.0
3014000;Powiat międzychodzki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;89.0
3014000;Powiat międzychodzki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;91.0
3014000;Powiat międzychodzki;2022;przeciwko mieniu;-;243.0
3014000;Powiat międzychodzki;2022;przeciwko rodzinie i opiece;-;61.0
3014000;Powiat międzychodzki;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;25.0
3014000;Powiat międzychodzki;2022;przeciwko życiu i zdrowiu;-;13.0
3014000;Powiat międzychodzki;2023;o charakterze gospodarczym;-;89.0
3014000;Powiat międzychodzki;2023;o charakterze kryminalnym;-;467.0
3014000;Powiat międzychodzki;2023;ogółem;-;679.0
3014000;Powiat międzychodzki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;93.0
3014000;Powiat międzychodzki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;94.0
3014000;Powiat międzychodzki;2023;przeciwko mieniu;-;241.0
3014000;Powiat międzychodzki;2023;przeciwko rodzinie i opiece;-;65.0
3014000;Powiat międzychodzki;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;32.0
3014000;Powiat międzychodzki;2023;przeciwko życiu i zdrowiu;-;9.0
3014000;Powiat międzychodzki;2024;o charakterze gospodarczym;-;62.0
3014000;Powiat międzychodzki;2024;o charakterze kryminalnym;-;370.0
3014000;Powiat międzychodzki;2024;ogółem;-;558.0
3014000;Powiat międzychodzki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;81.0
3014000;Powiat międzychodzki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;82.0
3014000;Powiat międzychodzki;2024;przeciwko mieniu;-;198.0
3014000;Powiat międzychodzki;2024;przeciwko rodzinie i opiece;-;77.0
3014000;Powiat międzychodzki;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;23.0
3014000;Powiat międzychodzki;2024;przeciwko życiu i zdrowiu;-;12.0
3015000;Powiat nowotomyski;2013;o charakterze gospodarczym;-;182.0
3015000;Powiat nowotomyski;2013;o charakterze kryminalnym;-;798.0
3015000;Powiat nowotomyski;2013;ogółem;-;1357.0
3015000;Powiat nowotomyski;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;341.0
3015000;Powiat nowotomyski;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;342.0
3015000;Powiat nowotomyski;2013;przeciwko mieniu;-;586.0
3015000;Powiat nowotomyski;2013;przeciwko rodzinie i opiece;-;82.0
3015000;Powiat nowotomyski;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;24.0
3015000;Powiat nowotomyski;2013;przeciwko życiu i zdrowiu;-;17.0
3015000;Powiat nowotomyski;2014;o charakterze gospodarczym;-;256.0
3015000;Powiat nowotomyski;2014;o charakterze kryminalnym;-;707.0
3015000;Powiat nowotomyski;2014;ogółem;-;1193.0
3015000;Powiat nowotomyski;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;187.0
3015000;Powiat nowotomyski;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;187.0
3015000;Powiat nowotomyski;2014;przeciwko mieniu;-;487.0
3015000;Powiat nowotomyski;2014;przeciwko rodzinie i opiece;-;87.0
3015000;Powiat nowotomyski;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;42.0
3015000;Powiat nowotomyski;2014;przeciwko życiu i zdrowiu;-;17.0
3015000;Powiat nowotomyski;2015;o charakterze gospodarczym;-;128.0
3015000;Powiat nowotomyski;2015;o charakterze kryminalnym;-;620.0
3015000;Powiat nowotomyski;2015;ogółem;-;1064.0
