Nr punktu;Miejscowość;Data poboru;Objętość wody, litry ;Osady denne, gsm;Masa do pomiaru Cs-137, g;Gęstość gcm-3; Cs-137 w osadach dennych, Bqkg-1 ; Całkowita Względna Niepewność Bq/kg ; Pu-239+240 mBq kg-1 ; Całkowita Względna Niepewnośc mBq/kg  ;Pu-238 mBq kg-1; Całkowita Względna Niepewność mBq/kg  ; Pu-238/Pu-239+240 ;Cs-137 w wodzie, mBq/l;Całkowita Względna Niepewność mBq/l;Sr-90 w wodzie, mBq/l;Całkowita Względna Niepewność mBq/l;Sr-90/Cs-137
12;Poznań;10.06.2017;20;1000;765;1,7;0,76;0,07;5,94;1,86;<2;;;3,02;0,35;2,59;0,23;0,86
13;Wigry;10.06.2017;20;1000;786;1,75;4,28;0,31;10,64;2,02;<2;;;0,93;0,15;2,4;0,24;2,58
14;Wadąg;20.04.2017;20;1000;747;1,66;1,9;0,06;4,19;0,95;<2;;;1,59;0,21;3,13;0,29;1,97
15;Wielkie Partęczyny;21.04.2017;20;1000;842;1,87;2,85;0,07;6,62;1,76;<2;;;1,57;0,21;2,38;0,24;1,52
16;Drawsko;07.06.2017;20;1000;764;1,7;3,26;0,2;7,01;1,93;<2;;;2,18;0,28;2,66;0,25;1,22
17;Niesłysz;09.06.2017;20;1000;721;1,6;5,6;0,49;32,89;4,63;<2;;;1,56;0,22;1,32;0,15;0,85
18;Rogóźno;20.04.2017;20;500;313;0,7;14,94;1,07;55,12;7,01;<2;;;3;0,35;6,21;0,62;2,07
1;Kraków Tyniec;23.10.2017;20;1000;731;1,62;2,79;0,15;20,26;2,42;3,69;1,06;0,18;3,97;0,4;1,38;0,17;0,35
2;Annopol;23.10.2017;20;1000;781;1,74;0,64;0,04;9,99;2,62;<2;;;3,06;0,35;3,24;0,36;1,06
3;Warszawa;18.10.2017;20;1000;553;5,53;6;0,22;61,06;4,01;<2;;;2,21;0,26;3,62;0,32;1,64
4;Płock;07.09.2017;20;1000;836;1,86;0,26;0,05;17,08;3,05;<2;;;3,4;0,39;1,84;0,3;0,54
5;Kiezmark;07.09.2017;20;1000;750;1,67;1,46;0,1;9,67;2,12;<2;;;4,11;0,46;2,82;0,3;0,68
6;Pułtusk;06.09.2017;20;1000;770;1,71;4,67;0,31;3,56;1,56;<2;;;1,25;0,18;2,62;0,29;2,09
7;Wyszków;06.09.2017;20;1000;790;1,76;0,39;0,03;3,02;1,24;<2;;;0,8;0,13;2,22;0,21;2,78
8;Chałupki;24.10.2017;20;1000;557;1,24;6,88;0,38;46,6;3,95;<2;;;3,45;0,39;3,29;0,31;0,95
9;Wrocław;24.10.2017;20;1000;811;1,8;0,73;0,04;10,44;2,84;<2;;;3,5;0,39;3,86;0,36;1,1
10;Głogów;24.10.2017;20;1000;816;1,81;0,49;0,05;7,68;2,22;<2;;;3,45;0,39;3,79;0,35;1,1
11;Krajnik;25.10.2017;20;1000;610;1,36;0,36;0,04;8,67;1,49;<2;;;3,08;0,35;3,81;0,36;1,24
12;Poznań;26.10.2017;20;1000;669;1,49;2,68;0,09;48,71;3,85;<2;;;1,9;0,23;3,94;0,34;2,07
13;Wigry;06.09.2017;20;1000;750;1,67;4,16;0,16;28,63;3,86;6,56;1,88;0,23;2;0,26;2,88;0,28;1,44
14;Wadąg;06.09.2017;20;1000;710;1,58;3,01;0,18;14,17;3,07;<2;;;3,01;0,36;1,88;0,3;0,63
15;Wielkie Partęczyny;07.09.2017;20;1000;760;1,69;1,37;0,1;9,12;2,21;<2;;;2,04;0,26;1,92;0,2;0,94
16;Drawsko;26.10.2017;20;1000;750;1,67;2,6;0,11;6,11;2,09;<2;;;1,89;0,23;2,46;0,25;1,3
17;Niesłysz;25.10.2017;20;1000;683;1,52;6,31;0,37;6,72;1,86;<2;;;2,35;0,28;1,47;0,16;0,63
18;Rogóźno;23.10.2017;20;1000;767;1,7;10,76;0,47;35,82;3,71;<2;;;1,65;0,21;8,46;0,85;5,13
1;Kraków Tyniec;21.05.2018;20;1000;688;1,53;1,86;0,17;12,86;2,51;;;;5;0,54;2,74;0,31;0,55
2;Annopol;21.05.2018;20;1000;610;1,36;1,54;0,09;26,82;2,83;;;;0,22;0,05;2,16;0,23;9,82
3;Warszawa;19.06.2018;20;1000;450;1;5,53;0,23;79,6;4,15;;;;4,2;0,46;1,55;0,22;0,37
4;Płock;12.04.2018;20;1000;783,9;1,74;0,35;0,01;3,8;1,52;;;;3,85;0,5;3,7;0,34;0,96
5;Kiezmark;12.04.2018;20;1000;747,4;1,66;1,2;0,05;10,67;2,48;;;;4,05;0,45;2,77;0,28;0,68
6;Pułtusk;11.04.2018;20;1000;666,2;1,48;6,11;0,11;13,45;3,62;;;;1,02;0,19;4,37;0,38;4,28
7;Wyszków;11.04.2018;20;1000;619,1;1,38;9,12;0,02;42,04;4,32;3,96;1,34;0,09;2,22;0,33;4,68;0,44;2,11
8;Chałupki;22.05.2018;20;1000;588;1,31;4,64;0,07;24,98;2,59;;;;5,01;0,54;2,9;0,29;0,58
9;Wrocław;22.05.2018;20;1000;730;1,62;0,41;0,03;8,08;2,38;;;;3,77;0,46;2,51;0,29;0,67
10;Głogów;22.05.2018;20;200;415;0,92;0,16;0,02;5,44;2,09;;;;6,11;0,65;2,91;0,32;0,48
11;Krajnik;23.05.2018;20;1000;733;1,63;0,77;0,04;10,63;2,13;;;;3,52;0,43;2,33;0,24;0,66
12;Poznań;24.05.2018;20;1000;690;1,53;0,92;0,06;12,29;2,49;;;;3,24;0,41;3,53;0,39;1,09
13;Wigry;11.05.2018;20;1000;727,9;1,62;0,48;0,04;5,46;2,1;;;;2,18;0,26;2,08;0,24;0,95
14;Wadąg;11.04.2018;20;1000;738,4;1,64;2,61;0,08;8,33;1,69;;;;1,48;0,19;2,66;0,25;1,8
15;Wielkie Partęczyny;12.04.2018;20;1000;743,2;1,65;0,61;0,04;8,22;2,27;;;;1,92;0,27;2,74;0,25;1,43
16;Drawsko;24.05.2018;20;1000;680;1,51;1,99;0,03;8,37;2,27;;;;0,63;0,12;2,9;0,27;4,6
17;Niesłysz;23.05.2018;20;1000;662,3;1,47;7;0,12;12,92;2,34;;;;1,79;0,23;1,42;0,16;0,79
18;Rogóźno;21.05.2018;20;100;632,5;1,41;15,7;0,37;83,31;7,01;2,41;1,22;0,03;2,68;0,31;6,73;0,53;2,51
1;Kraków Tyniec;09.10.2018;20;1000;710;1,58;0,98;0,06;8,4;2,77;;;;4,65;0,52;1,48;0,32;0,32
2;Annopol;09.10.2018;20;1000;720;1,6;0,92;0,04;12,27;3,11;;;;2,59;0,32;3,34;0,65;1,29
3;Warszawa;18.10.2018;20;1000;678;1,51;1,6;0,2;16,88;3,84;;;;6,23;0,67;1,6;0,33;0,26
4;Płock;27.09.2018;20;1000;551;1,22;4,24;0,1;28,25;2,8;;;;1,82;0,3;1,53;0,31;0,84
5;Kiezmark;27.09.2018;20;1000;816;1,81;1,13;0,06;9,99;2,36;;;;4,33;0,48;4,21;0,86;0,97
6;Pułtusk;26.09.2018;20;1000;740;1,64;5,28;0,11;7,99;2,76;;;;2,32;0,29;2,73;0,53;1,18
7;Wyszków;26.09.2018;20;1000;462;1,03;2,85;0,11;22;3,27;;;;2,5;0,31;1,14;0,25;0,46
8;Chałupki;10.10.2018;20;1000;550;1,22;9,28;0,25;42,17;3,74;;;;5,28;0,58;4,08;0,84;0,77
9;Wrocław;10.10.2018;20;1000;730;1,62;0,54;0,03;3,7;1,29;;;;3,43;0,4;3,7;0,72;1,08
10;Głogów;10.10.2018;20;1000;703;1,56;1,01;0,06;6,56;1,43;;;;4,08;0,46;1,99;0,4;0,49
11;Krajnik;11.10.2018;20;1000;615;1,37;0,59;0,04;4,06;1,29;;;;3,11;0,37;1,8;0,36;0,58
12;Poznań;12.10.2018;20;1000;687;1,53;0,72;0,07;2,51;1,29;;;;2,28;0,29;3,07;0,63;1,35
13;Wigry;26.09.2018;20;1000;720;1,6;3,82;0,08;4,75;1,83;;;;3,27;0,39;1,37;0,28;0,42
14;Wadąg;26.09.2018;20;1000;690;1,53;2,95;0,09;8,71;1,9;;;;1,39;0,2;2,57;0,5;1,85
15;Wielkie Partęczyny;27.09.2018;20;1000;770;1,71;1,15;0,05;8,29;3,01;;;;1,91;0,25;1,72;0,35;0,9
16;Drawsko;12.10.2018;20;1000;660;1,47;2,56;0,12;9,41;1,85;;;;2,23;0,28;1,41;0,3;0,63
17;Niesłysz;11.10.2018;20;1000;678;1,51;6,16;0,39;12,36;1,77;;;;2,28;0,29;4,36;0,85;1,91
18;Rogóźno;26.09.2018;20;1000;541,3;1,2;15,8;1,1;84,53;5,54;3,04;1,05;0,04;5,76;0,63;12,08;2,48;2,1
1;Kraków Tyniec;23.09.2019;20;1000;738;1,64;0,87;0,06;5,86;1,47;;;;4,16;0,47;2,96;0,35;0,71
2;Annopol;23.09.2019;20;1000;680;1,51;1,27;0,08;21,07;2,13;;;;3,41;0,4;2,07;0,22;0,61
3;Warszawa;28.10.2019;20;1000;762;1,69;0,25;0,04;4,29;1,61;;;;1,8;0,23;2,67;0,26;1,48
4;Płock;21.10.2019;20;1000;778;1,73;0,25;0,03;;;;;;3,75;0,43;2,3;0,25;0,61
5;Kiezmark;23.10.2019;20;1000;755;1,68;0,63;0,04;3,01;1,29;;;;3,48;0,4;1,94;0,22;0,43
6;Pułtusk;22.10.2019;20;1000;723;1,61;4,34;0,2;4,98;1,83;;;;2,39;0,29;1,74;0,21;0,73
7;Wyszków;22.10.2019;20;1000;830;1,84;0,87;0,05;10,96;2,12;;;;2,22;0,28;1,44;0,17;0,65
8;Chałupki;24.09.2019;20;1000;416;0,92;19,61;0,82;98,79;4,8;1,52;0,61;0,02;8,38;0,88;3,16;0,32;0,38
9;Wrocław;24.09.2019;20;1000;809;1,8;0,52;0,04;3,34;1,55;;;;3,39;0,43;2,94;0,3;0,87
10;Głogów;24.09.2019;20;1000;735,5;1,63;1,4;0,07;7,86;1,54;;;;3;0,35;3,57;0,4;1,19
11;Krajnik;25.09.2019;20;1000;602;1,34;0,57;0,04;7,36;1,21;;;;3,8;0,48;2,3;0,23;0,61
12;Poznań;26.09.2019;20;1000;718;1,6;0,75;0,08;5,77;1,65;;;;3,76;0,42;1,96;0,24;0,52
13;Wigry;22.10.2019;20;1000;750;1,67;0,32;0,03;1,85;0,99;;;;2,08;0,27;1,39;0,16;0,67
14;Wadąg;22.10.2019;20;1000;729;1,62;1,86;0,09;5,72;1,79;;;;1,28;0,18;1,95;0,21;1,52
15;Wielkie Partęczyny;23.10.2019;20;1000;716;1,59;5,93;0,26;2,48;1,31;;;;3,1;0,37;2,02;0,22;0,65
16;Drawsko;26.09.2019;20;1000;680;1,51;1,68;0,08;4,26;1,61;;;;1,75;0,27;2,48;0,24;1,42
17;Niesłysz;25.09.2019;20;1000;717;1,59;5,14;0,97;7,9;1,97;;;;1,73;0,23;1,24;0,16;0,72
18;Rogóźno;23.09.2019;20;1000;73;0,73;41,22;2,45;395,8;18;6,78;2,04;0,02;4,18;0,47;7,38;0,84;1,76
1;Kraków Tyniec;05.06.2020;20;1000;594;1,32;1,96;0,11;15,81;2,59;;;;3,75;0,18;2,55;0,29;0,68
2;Annopol;05.06.2020;20;1000;730;1,62;0,45;0,05;10,5;2,25;;;;4,49;0,22;2,46;0,26;0,55
3;Warszawa;26.05.2020;20;1000;516;1,15;6;0,29;62,37;4,09;2,54;0,83;0,04;3,96;0,2;3;0,32;1,48
4;Płock;29.05.2020;20;1000;765;1,7;0,33;0,03;5,12;2,25;;;;5,76;0,26;2,01;0,2;0,76
5;Kiezmark;29.05.2020;20;1000;630;1,4;1,88;0,1;13,13;3,03;;;;3,56;0,2;1,84;0,21;0,52
6;Pułtusk;22.05.2020;20;1000;660;1,47;3,64;0,16;22,46;3,29;3,31;1,32;0,15;2,72;0,16;1,74;0,18;0,73
7;Wyszków;22.05.2020;20;1000;740;1,64;0,56;0,05;4,1;1,8;;;;1,82;0,14;2,51;0,26;0,64
8;Chałupki;17.06.2020;20;1000;403;0,9;10,04;0,48;72,2;4,9;2,45;0,87;0,03;3,63;0,22;2,82;0,31;0,78
9;Wrocław;17.06.2020;20;1000;750;1,67;0,4;0,04;3,98;1,76;;;;5;0,28;2,68;0,31;0,54
10;Głogów;17.06.2020;20;1000;143;1,43;1,64;0,21;20,88;2,59;;;;5,26;0,26;2,47;0,28;0,47
11;Krajnik;18.06.2020;20;1000;646;1,44;0,58;0,05;4,09;1,05;;;;3,37;0,2;1,46;0,17;0,43
12;Poznań;19.06.2020;20;1000;726;1,61;0,57;0,07;7,74;2,17;;;;2,25;0,18;1,68;0,21;0,77
13;Wigry;22.05.2020;20;1000;690;1,53;0,72;0,05;4,61;1,89;;;;4,57;0,22;1,25;0,15;0,23
14;Wadąg;22.05.2020;20;1000;702;1,56;1,84;0,15;4,95;1,51;;;;4,61;0,11;3,14;0,31;0,68
15;Wielkie Partęczyny;29.05.2020;20;1000;730;1,62;1,08;0,07;3,48;1,64;;;;3,21;0,18;1,9;0,19;0,59
16;Drawsko;19.06.2020;20;1000;725;1,61;1,38;0,09;3,88;1,53;;;;1,77;0,18;2,48;0,28;1,4
17;Niesłysz;18.06.2020;20;1000;690;1,53;4,9;0,2;15,38;2,88;;;;1,77;0,14;1,5;0,17;0,85
18;Rogóźno;05.06.2020;20;1000;91;0,91;49,67;1,7;748,3;28,1;13,4;3;0,02;4,98;0,22;7,84;0,62;1,57
1;Kraków Tyniec;28.09.2020;20;1000;758,1;1,68;0,44;0,04;3;1,29;;;;5,61;0,52;2,77;0,32;0,49
2;Annopol;29.09.2020;20;1000;770,1;1,71;0,3;0,04;9,38;2,36;;;;3,08;0,37;2,38;0,25;0,77
3;Warszawa;30.09.2020;20;1000;465;1,03;3,69;0,21;49,17;3,63;2,57;0,55;0,05;3,43;0,38;2,53;0,25;0,74
4;Płock;01.10.2020;20;1000;855,3;1,9;0,25;0,03;4,73;1,74;;;;3,81;0,41;2,8;0,3;0,73
5;Kiezmark;02.10.2020;20;1000;759,7;1,69;1,26;0,07;5,11;1,45;;;;3,05;0,37;2,18;0,24;0,71
6;Pułtusk;03.10.2020;20;1000;767,7;1,71;3,49;0,18;8,77;2,65;;;;3,38;0,38;1,71;0,21;0,51
7;Wyszków;04.10.2020;20;1000;782,8;1,74;0,44;0,04;7,58;2,65;;;;3,3;0,38;2,32;0,25;0,7
8;Chałupki;05.10.2020;20;1000;371,2;0,82;20,69;2,45;87,65;5,27;2,3;0,49;0,03;5,04;0,48;2,56;0,26;0,51
9;Wrocław;06.10.2020;20;1000;715,7;1,59;0,53;0,05;4,36;1,75;;;;3,86;0,42;3,01;0,31;0,78
10;Głogów;07.10.2020;20;1000;731,8;1,63;0,55;0,07;3,9;1,37;;;;6,01;0,53;3,37;0,39;0,56
11;Krajnik;08.10.2020;20;1000;618,6;1,37;0,33;0,05;5,39;1,5;;;;3,81;0,41;2,5;0,27;0,66
12;Poznań;09.10.2020;20;1000;740,9;1,65;0,55;0,05;4,55;1,99;;;;3,86;0,4;2,61;0,31;0,68
13;Wigry;06.10.2020;20;1000;770,2;1,71;4,18;0,2;4,89;1,47;;;;3,47;0,39;1,25;0,15;0,36
14;Wadąg;06.10.2020;20;1000;761,8;1,69;1,75;0,11;7,73;2;;;;2,33;0,32;1,87;0,21;0,85
15;Wielkie Partęczyny;07.10.2020;20;1000;800;1,78;0,74;0,05;7,46;2;;;;2,18;0,3;1,41;0,17;0,65
16;Drawsko;01.10.2020;20;1000;751,3;1,67;1,31;0,13;3,36;1,3;;;;1,27;0,21;2,12;0,24;1,67
17;Niesłysz;30.09.2020;20;1000;719,2;1,6;5,25;0,23;13,39;2,42;;;;2,84;0,35;1,72;0,2;0,61
18;Rogóźno;28.09.2020;20;1000;55,3;0,55;64,86;2,29;530,2;24;10,22;2,98;0,02;3,01;0,36;6,59;0,59;2,19
