Województwo,Miejscowość,Kod punktu pomiarowego,Nazwa punktu pomiarowego,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Czas odniesienia,Laeq po korekcie [dB]
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-05-27 22:00:00,2022-05-31 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,64
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-05-27 22:00:00,2022-05-31 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"64,3"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-05-27 22:00:00,2022-05-31 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"65,3"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-05-27 22:00:00,2022-05-31 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"67,5"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-05-27 22:00:00,2022-05-31 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"68,3"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-05-27 22:00:00,2022-05-31 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"68,4"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-05-27 22:00:00,2022-05-31 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"69,3"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 12h,"68,5"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 12h,"69,1"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 12h,"69,6"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 12h,"69,7"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 16h,"68,2"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 16h,"69,1"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 16h,"69,2"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 16h,"69,3"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"63,2"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"63,5"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"65,4"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"66,2"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,67
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"67,2"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"67,9"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-06-30 22:00:00,2022-07-04 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"69,7"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 12h,"68,1"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 12h,"68,7"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 12h,"69,9"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 12h,"70,1"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 16h,"67,9"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 16h,"68,2"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 16h,"69,3"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Dzień 16h,"69,6"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"61,8"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"62,7"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"64,4"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Noc 8h,"64,5"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"65,9"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"66,5"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"67,1"
małopolskie,Radłów,D_12_000316_001,68,"20,851111","50,070472","Państwowy monitoring środowiska, art. 26 Poś",2022-10-05 22:00:00,2022-10-09 23:01:00,Droga wojewódzka DW 975 Radłów - Wierzchosławice,Wieczór 4h,"67,6"
małopolskie,Szczawnica,D_12_000317_001,6N/5/2022/DM,"20,470839","49,427492","Państwowy monitoring środowiska, art. 26 Poś",2022-11-16 22:00:00,2022-11-17 22:00:00,Droga powiatowa 1636K Krościenko - Szczawnica - ul. Główna,Dzień 16h,"66,2"
małopolskie,Szczawnica,D_12_000317_001,6N/5/2022/DM,"20,470839","49,427492","Państwowy monitoring środowiska, art. 26 Poś",2022-11-16 22:00:00,2022-11-17 22:00:00,Droga powiatowa 1636K Krościenko - Szczawnica - ul. Główna,Noc 8h,"55,9"
małopolskie,Szczawnica,D_12_000318_001,5N/5/2022/DM,"20,496239","49,420158","Państwowy monitoring środowiska, art. 26 Poś",2022-11-14 22:00:00,2022-11-15 22:00:00,Droga powiatowa 1636K Krościenko - Szczawnica - ul. Szlachtowska,Dzień 16h,"65,1"
małopolskie,Szczawnica,D_12_000318_001,5N/5/2022/DM,"20,496239","49,420158","Państwowy monitoring środowiska, art. 26 Poś",2022-11-14 22:00:00,2022-11-15 22:00:00,Droga powiatowa 1636K Krościenko - Szczawnica - ul. Szlachtowska,Noc 8h,"53,6"
małopolskie,Wapienne,D_12_000309_002,3N/5/2022/DM,"21,284008","49,627883",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-09-26 22:00:00,2022-09-27 22:00:00,Droga powiatowa 1489K Sękowa - Rozdziele,Dzień 16h,"53,8"
małopolskie,Wapienne,D_12_000309_002,3N/5/2022/DM,"21,284008","49,627883",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-09-26 22:00:00,2022-09-27 22:00:00,Droga powiatowa 1489K Sękowa - Rozdziele,Noc 8h,"40,1"
małopolskie,Wiśniowa,D_12_000320_001,D2,"20,120306","49,808417","Państwowy monitoring środowiska, art. 26 Poś",2022-05-12 22:00:00,2022-05-13 22:00:00,Droga wojewódzka nr 964 Wiśniowa - Raciechowice,Dzień 16h,"64,4"
małopolskie,Wiśniowa,D_12_000320_001,D2,"20,120306","49,808417","Państwowy monitoring środowiska, art. 26 Poś",2022-05-12 22:00:00,2022-05-13 22:00:00,Droga wojewódzka nr 964 Wiśniowa - Raciechowice,Noc 8h,"57,9"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"59,7"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"60,7"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"61,3"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"61,5"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"62,4"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"62,9"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"63,1"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"63,6"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 12h,"63,8"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,"59,6"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,"60,6"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,"60,8"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,61
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,"61,1"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,"62,1"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,"62,7"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,"63,1"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Dzień 16h,"63,2"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"53,2"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"54,1"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"54,3"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"54,7"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,55
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"55,2"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"55,3"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"55,4"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"55,7"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"56,1"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"56,7"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Noc 8h,"60,1"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"59,2"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"59,6"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"60,1"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"60,2"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"60,3"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"60,5"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"60,6"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"60,8"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"61,6"
małopolskie,Zebrzydowice,D_12_000323_001,D1,"19,672444","49,884861","Państwowy monitoring środowiska, art. 26 Poś",2022-04-08 22:00:00,2022-09-26 22:01:00,Droga wojewódzka nr 953 Przytkowice - Kalwaria Zebrzydowska,Wieczór 4h,"62,1"
opolskie,Kędzierzyn-Koźle,D_16_000010_002,"Kędzierzyn, Aleja Róż","18,19325","50,334361",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-01-10 12:00:00,2022-01-11 12:00:00,droga wojewódzka nr 408,Dzień 16h,"56,7"
opolskie,Kędzierzyn-Koźle,D_16_000010_002,"Kędzierzyn, Aleja Róż","18,19325","50,334361",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-01-10 12:00:00,2022-01-11 12:00:00,droga wojewódzka nr 408,Noc 8h,"49,6"
opolskie,Małujowice,D_16_000177_002,Małujowice 62,"17,382306","50,847",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-06-14 11:00:00,2022-06-15 11:00:00,Małujowice DK39,Dzień 16h,"57,2"
opolskie,Małujowice,D_16_000177_002,Małujowice 62,"17,382306","50,847",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-06-14 11:00:00,2022-06-15 11:00:00,Małujowice DK39,Noc 8h,"56,1"
opolskie,Opole,D_16_000180_001,Tatrzańska 34,"17,925417","50,675583",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-06-23 06:00:00,2022-06-24 06:00:00,Opole DW435,Dzień 16h,"60,1"
opolskie,Opole,D_16_000180_001,Tatrzańska 34,"17,925417","50,675583",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-06-23 06:00:00,2022-06-24 06:00:00,Opole DW435,Noc 8h,"54,2"
opolskie,Opole,D_16_000181_001,D01 mapa 2022 Czarnowąsy DW454,"17,8881","50,728625",Pomiar wykonany w ramach mapy akustycznej,2022-07-25 00:00:00,2022-07-26 00:00:00,D01 Mapa 2022 DW 454 Czarnowąsy,Dzień 16h,70
opolskie,Opole,D_16_000181_001,D01 mapa 2022 Czarnowąsy DW454,"17,8881","50,728625",Pomiar wykonany w ramach mapy akustycznej,2022-07-25 00:00:00,2022-07-26 00:00:00,D01 Mapa 2022 DW 454 Czarnowąsy,Noc 8h,"62,8"
opolskie,Opole,D_16_000182_001,"D02 mapa 2022 DK 46,94","17,817031","50,687531",Pomiar wykonany w ramach mapy akustycznej,2022-07-25 00:00:00,2022-07-26 00:00:00,D02 mapa 2022 DK 46 i 94,Dzień 16h,"72,6"
opolskie,Opole,D_16_000182_001,"D02 mapa 2022 DK 46,94","17,817031","50,687531",Pomiar wykonany w ramach mapy akustycznej,2022-07-25 00:00:00,2022-07-26 00:00:00,D02 mapa 2022 DK 46 i 94,Noc 8h,"68,2"
opolskie,Opole,D_16_000183_001,D03 mapa 2022 DW454,"17,911592","50,692644",Pomiar wykonany w ramach mapy akustycznej,2022-07-25 13:00:00,2022-07-26 13:00:00,D03 Mapa 2022 DW 454 Budowlanych,Dzień 16h,"67,5"
opolskie,Opole,D_16_000183_001,D03 mapa 2022 DW454,"17,911592","50,692644",Pomiar wykonany w ramach mapy akustycznej,2022-07-25 13:00:00,2022-07-26 13:00:00,D03 Mapa 2022 DW 454 Budowlanych,Noc 8h,60
opolskie,Opole,D_16_000184_001,D04 DW435 Niemodlińska,"17,872289","50,657669",Pomiar wykonany w ramach mapy akustycznej,2022-07-25 14:00:00,2022-07-26 14:00:00,D04 mapa 2022 DW435 Niemodlińska,Dzień 16h,68
opolskie,Opole,D_16_000184_001,D04 DW435 Niemodlińska,"17,872289","50,657669",Pomiar wykonany w ramach mapy akustycznej,2022-07-25 14:00:00,2022-07-26 14:00:00,D04 mapa 2022 DW435 Niemodlińska,Noc 8h,"60,2"
opolskie,Opole,D_16_000185_001,D05 DW 435 Batalionów Chłopskich,"17,925228","50,675286",Pomiar wykonany w ramach mapy akustycznej,2022-09-12 14:00:00,2022-09-13 14:00:00,D05 mapa 2022 DW 435 Batalionów Chłopskich,Dzień 16h,70
opolskie,Opole,D_16_000185_001,D05 DW 435 Batalionów Chłopskich,"17,925228","50,675286",Pomiar wykonany w ramach mapy akustycznej,2022-09-12 14:00:00,2022-09-13 14:00:00,D05 mapa 2022 DW 435 Batalionów Chłopskich,Noc 8h,"62,2"
opolskie,Opole,D_16_000186_001,"D06 DW 414,435 Niemodlińska","17,910011","50,670678",Pomiar wykonany w ramach mapy akustycznej,2022-07-26 15:00:00,2022-07-27 15:00:00,D06 mapa 2022 DW 414 i 435 Niemodlińska,Dzień 16h,"66,3"
opolskie,Opole,D_16_000186_001,"D06 DW 414,435 Niemodlińska","17,910011","50,670678",Pomiar wykonany w ramach mapy akustycznej,2022-07-26 15:00:00,2022-07-27 15:00:00,D06 mapa 2022 DW 414 i 435 Niemodlińska,Noc 8h,"59,7"
