Województwo ,Kod punktu pomiarowego ,Nazwa punktu pomiarowego ,Miejscowość ,Współrz. pp WGS84 (dł. geogr.) ,Współrz. pp WGS84 (szer. geogr.) ,Cel pomiaru ,Data rozpoczęcia ,Data zakończenia ,Nazwa odcinka drogi ,Czas odniesienia ,Laeq po korekcie [dB] ,
podkarpackie,D_18_000287_001,"Tarnobrzeg, ul. Kwiatkowskiego",Tarnobrzeg,"21,690658","50,576014","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Tarnobrzeg, ul. Kwiatkowskiego",Wieczór 4h,"61,2",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 12h,"63,4",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 12h,"63,6",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 12h,"63,1",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 12h,"63,8",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 12h,"63,3",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 12h,66,
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 12h,"64,3",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 12h,"64,2",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 16h,"64,6",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 16h,"64,5",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 16h,"63,9",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 16h,"64,6",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 16h,64,
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 16h,"66,6",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Dzień 16h,65,
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Noc 8h,"57,1",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Noc 8h,"58,1",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Noc 8h,"58,7",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Noc 8h,"57,6",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Noc 8h,"56,8",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Noc 8h,"58,4",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Noc 8h,"57,7",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Noc 8h,"58,1",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Wieczór 4h,"64,5",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Wieczór 4h,"63,3",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Wieczór 4h,"62,4",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Wieczór 4h,"62,6",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Wieczór 4h,"62,9",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Wieczór 4h,"63,5",
podkarpackie,D_18_000288_001,Punkt pomiarowy Bachórz,Bachórz,"22,266583","49,837222","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Droga wojewódzka nr 884, Bachórz",Wieczór 4h,"63,1",
podlaskie,D_20_000099_001,PDH01 Zambrzyce - Króle 1,Zambrzyce-Króle,"22,514322","53,098472",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"53,4",
podlaskie,D_20_000099_001,PDH01 Zambrzyce - Króle 1,Zambrzyce-Króle,"22,514322","53,098472",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"51,8",
podlaskie,D_20_000099_002,PDH02 Zambrzyce- Króle 7,Zambrzyce-Króle,"22,516578","53,096853",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"51,4",
podlaskie,D_20_000099_002,PDH02 Zambrzyce- Króle 7,Zambrzyce-Króle,"22,516578","53,096853",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"46,8",
podlaskie,D_20_000099_003,PDH03 Zambrzyce Stare 1,Stare Zambrzyce,"22,524364","53,100803",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"48,1",
podlaskie,D_20_000099_003,PDH03 Zambrzyce Stare 1,Stare Zambrzyce,"22,524364","53,100803",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"49,9",
podlaskie,D_20_000099_004,PDH04 Zambrzyce Stare 8,Stare Zambrzyce,"22,527697","53,100664",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"47,1",
podlaskie,D_20_000099_004,PDH04 Zambrzyce Stare 8,Stare Zambrzyce,"22,527697","53,100664",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"45,6",
podlaskie,D_20_000099_005,PDH05 Nowe Zambrzyce 3,Nowe Zambrzyce,"22,542517","53,101336",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"55,2",
podlaskie,D_20_000099_005,PDH05 Nowe Zambrzyce 3,Nowe Zambrzyce,"22,542517","53,101336",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"52,5",
podlaskie,D_20_000099_006,PDH06 Nowe Zambrzyce 9,Nowe Zambrzyce,"22,542869","53,103178",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,51,
podlaskie,D_20_000099_006,PDH06 Nowe Zambrzyce 9,Nowe Zambrzyce,"22,542869","53,103178",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"51,1",
podlaskie,D_20_000099_007,PDH07 Nowe Zambrzyce 16,Nowe Zambrzyce,"22,552408","53,105508",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"49,4",
podlaskie,D_20_000099_007,PDH07 Nowe Zambrzyce 16,Nowe Zambrzyce,"22,552408","53,105508",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"49,9",
podlaskie,D_20_000099_008,PDH08 Cibory Gałeckie 42,Cibory Gałeckie,"22,568422","53,106419",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,53,
podlaskie,D_20_000099_008,PDH08 Cibory Gałeckie 42,Cibory Gałeckie,"22,568422","53,106419",Pomiar w trybie art.175 ust.3 Poś (przebudowa),9.06.2021,10.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"51,3",
podlaskie,D_20_000099_009,PDH09 Cibory Gałeckie 41,Cibory Gałeckie,"22,568814","53,109075",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"44,2",
podlaskie,D_20_000099_009,PDH09 Cibory Gałeckie 41,Cibory Gałeckie,"22,568814","53,109075",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"45,4",
podlaskie,D_20_000099_010,PDH10 Cibory- Kołaczki 2,Cibory-Kołaczki,"22,580806","53,110225",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"50,6",
podlaskie,D_20_000099_010,PDH10 Cibory- Kołaczki 2,Cibory-Kołaczki,"22,580806","53,110225",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"49,7",
podlaskie,D_20_000099_011,PDH11 Cibory-Kołaczki 4,Cibory-Kołaczki,"22,582075","53,110511",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"45,9",
podlaskie,D_20_000099_011,PDH11 Cibory-Kołaczki 4,Cibory-Kołaczki,"22,582075","53,110511",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"44,7",
podlaskie,D_20_000099_012,PDH12 Sikory- Pawłowięta 17,Sikory-Pawłowięta,"22,625781","53,115864",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"54,5",
podlaskie,D_20_000099_012,PDH12 Sikory- Pawłowięta 17,Sikory-Pawłowięta,"22,625781","53,115864",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,52,
podlaskie,D_20_000099_013,PDH13 Sikory- Pawłowięta 12,Sikory-Pawłowięta,"22,627456","53,114572",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"49,7",
podlaskie,D_20_000099_013,PDH13 Sikory- Pawłowięta 12,Sikory-Pawłowięta,"22,627456","53,114572",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"46,3",
podlaskie,D_20_000099_014,PDH14 Sikory- Piotrkowieta 8,Sikory-Pawłowięta,"22,642194","53,118119",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"58,8",
podlaskie,D_20_000099_014,PDH14 Sikory- Piotrkowieta 8,Sikory-Pawłowięta,"22,642194","53,118119",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"56,9",
podlaskie,D_20_000099_015,PDH15 Milewo Zabiele 16,Milewo Zabielne,"22,672397","53,126186",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"46,7",
podlaskie,D_20_000099_015,PDH15 Milewo Zabiele 16,Milewo Zabielne,"22,672397","53,126186",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"49,9",
podlaskie,D_20_000099_016,PDH16 Milewo Zabiele 20,Milewo Zabielne,"22,693883","53,127569",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"54,3",
podlaskie,D_20_000099_016,PDH16 Milewo Zabiele 20,Milewo Zabielne,"22,693883","53,127569",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,54,
podlaskie,D_20_000099_017,PDH17 Jeżewo Nowe 25,Jeżewo Nowe,"22,701764","53,128986",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Dzień 16h,"55,7",
podlaskie,D_20_000099_017,PDH17 Jeżewo Nowe 25,Jeżewo Nowe,"22,701764","53,128986",Pomiar w trybie art.175 ust.3 Poś (przebudowa),8.06.2021,9.06.2021,Droga krajowa nr 8 (rozbudowana do S8) odcinek Mężenin- Jeżewo,Noc 8h,"55,5",
podlaskie,D_20_000101_001,PDH01 Wyszomierz Wielki 22,Wyszomierz Wielki,"22,054325","52,888472",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"45,6",
podlaskie,D_20_000101_001,PDH01 Wyszomierz Wielki 22,Wyszomierz Wielki,"22,054325","52,888472",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"51,1",
podlaskie,D_20_000101_002,PDH02 Żabikowo Prywatne 19A,Żabikowo Prywatne,"22,122933","52,925969",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"56,9",
podlaskie,D_20_000101_002,PDH02 Żabikowo Prywatne 19A,Żabikowo Prywatne,"22,122933","52,925969",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,57,
podlaskie,D_20_000101_003,PDH03 Wyszomierz Wielki 20,Wyszomierz Wielki,"22,055014","52,888708",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"46,8",
podlaskie,D_20_000101_003,PDH03 Wyszomierz Wielki 20,Wyszomierz Wielki,"22,055014","52,888708",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"49,5",
podlaskie,D_20_000101_004,PDH04 Szumowo,Szumowo,"22,096172","52,908461",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"56,5",
podlaskie,D_20_000101_004,PDH04 Szumowo,Szumowo,"22,096172","52,908461",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"56,9",
podlaskie,D_20_000101_005,PDH05 Nowe Szumowo 1,Szumowo,"22,097614","52,908175",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"61,9",
podlaskie,D_20_000101_005,PDH05 Nowe Szumowo 1,Szumowo,"22,097614","52,908175",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"58,1",
podlaskie,D_20_000101_006,PDH06 Szumowo Szkolna 7A,Szumowo,"22,098183","52,911864",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"50,2",
podlaskie,D_20_000101_006,PDH06 Szumowo Szkolna 7A,Szumowo,"22,098183","52,911864",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"48,5",
podlaskie,D_20_000101_007,PDH07 Szumowo Szkolna 8A,Szumowo,"22,100003","52,912886",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"52,3",
podlaskie,D_20_000101_007,PDH07 Szumowo Szkolna 8A,Szumowo,"22,100003","52,912886",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"51,7",
podlaskie,D_20_000101_008,PDH08 Żabikowo Rządowe 46,Żabikowo Rządowe,"22,115792","52,919333",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"52,5",
podlaskie,D_20_000101_008,PDH08 Żabikowo Rządowe 46,Żabikowo Rządowe,"22,115792","52,919333",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"54,4",
podlaskie,D_20_000101_009,PDH09 Żabikowo Rządowe 26,Żabikowo Rządowe,"22,118706","52,920597",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"49,8",
podlaskie,D_20_000101_009,PDH09 Żabikowo Rządowe 26,Żabikowo Rządowe,"22,118706","52,920597",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.06.2021,17.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"51,6",
podlaskie,D_20_000101_010,PDH10 Żabikowo Rządowe 1A,Żabikowo Rządowe,"22,131828","52,927208",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"54,9",
podlaskie,D_20_000101_010,PDH10 Żabikowo Rządowe 1A,Żabikowo Rządowe,"22,131828","52,927208",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"54,1",
podlaskie,D_20_000101_011,PDH11 Ostrożne 85,Ostrożne,"22,145603","52,937214",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"51,7",
podlaskie,D_20_000101_011,PDH11 Ostrożne 85,Ostrożne,"22,145603","52,937214",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"50,9",
podlaskie,D_20_000101_012,PDH12 Ostroże 83,Ostrożne,"22,152278","52,940672",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"52,5",
podlaskie,D_20_000101_012,PDH12 Ostroże 83,Ostrożne,"22,152278","52,940672",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"52,7",
podlaskie,D_20_000101_013,PDH13 Ostrożne 58,Ostrożne,"22,161486","52,945558",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"56,4",
podlaskie,D_20_000101_013,PDH13 Ostrożne 58,Ostrożne,"22,161486","52,945558",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"55,6",
podlaskie,D_20_000101_014,PDH14 Ostrożne 59,Ostrożne,"22,160883","52,947108",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,56,
podlaskie,D_20_000101_014,PDH14 Ostrożne 59,Ostrożne,"22,160883","52,947108",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"54,5",
podlaskie,D_20_000101_015,PDH15 Krajewo 1,Krajewo-Łętowo,"22,179447","52,95335",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Dzień 16h,"57,6",
podlaskie,D_20_000101_015,PDH15 Krajewo 1,Krajewo-Łętowo,"22,179447","52,95335",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.06.2021,16.06.2021,Droga krajowa nr 8 ( rozbudowana do S8) odcinek granica woj.Mazowieckiego- obwodnica Zambrowa,Noc 8h,"54,4",
