Województwo ,Kod punktu pomiarowego ,Nazwa punktu pomiarowego ,Miejscowość ,Współrz. pp WGS84 (dł. geogr.) ,Współrz. pp WGS84 (szer. geogr.) ,Cel pomiaru ,Data rozpoczęcia ,Data zakończenia ,Nazwa odcinka drogi ,Czas odniesienia ,Laeq po korekcie [dB] ,
dolnośląskie,D_02_000434_001,ul. St. Staszica 18,Złotoryja,"15,919653","51,122981","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Złotoryja, ul. St. Staszica 18",Wieczór 4h,"62,9",
dolnośląskie,D_02_000434_001,ul. St. Staszica 18,Złotoryja,"15,919653","51,122981","Państwowy monitoring środowiska, art. 26 Poś",1.01.2021,31.12.2021,"Złotoryja, ul. St. Staszica 18",Wieczór 4h,"60,9",
dolnośląskie,D_02_000435_001,ul. Wioślarska 7,Głogów,"16,102233","51,653353",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,"Głogów, ul Wioślarska 7",Dzień 16h,63,
dolnośląskie,D_02_000435_001,ul. Wioślarska 7,Głogów,"16,102233","51,653353",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,"Głogów, ul Wioślarska 7",Noc 8h,55,
dolnośląskie,D_02_000436_001,ul. Rudnowska 74a,Głogów,"16,129178","51,650406",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,"Głogów, ul Rudnowska 74a",Dzień 16h,"67,7",
dolnośląskie,D_02_000436_001,ul. Rudnowska 74a,Głogów,"16,129178","51,650406",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,"Głogów, ul Rudnowska 74a",Noc 8h,"61,3",
dolnośląskie,D_02_000437_001,Grodziec Mały 89,Grodziec Mały,"16,084228","51,687675",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.11.2021,17.11.2021,Grodziec Mały 89,Dzień 16h,"65,8",
dolnośląskie,D_02_000437_001,Grodziec Mały 89,Grodziec Mały,"16,084228","51,687675",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.11.2021,17.11.2021,Grodziec Mały 89,Noc 8h,"56,6",
dolnośląskie,D_02_000438_001,ul. A. Herbsta,Góra,"16,535189","51,671683",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.11.2021,17.11.2021,"Góra, ul. A. Herbsta",Dzień 16h,"62,5",
dolnośląskie,D_02_000438_001,ul. A. Herbsta,Góra,"16,535189","51,671683",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.11.2021,17.11.2021,"Góra, ul. A. Herbsta",Noc 8h,"54,9",
dolnośląskie,D_02_000439_001,ul. Dunikowskiego 1,Góra,"16,52675","51,668092",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.11.2021,17.11.2021,"Góra, ul. Dunikowskiego 1",Dzień 16h,"62,6",
dolnośląskie,D_02_000439_001,ul. Dunikowskiego 1,Góra,"16,52675","51,668092",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),16.11.2021,17.11.2021,"Góra, ul. Dunikowskiego 1",Noc 8h,"55,7",
dolnośląskie,D_02_000440_001,ul. Kolorowa 14,Ruszowice,"16,078369","51,645947",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,"Ruszowice, ul. Kolorowa 14",Dzień 16h,"69,2",
dolnośląskie,D_02_000440_001,ul. Kolorowa 14,Ruszowice,"16,078369","51,645947",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,"Ruszowice, ul. Kolorowa 14",Noc 8h,66,
dolnośląskie,D_02_000441_001,Smardzów 35,Smardzów,"16,063517","51,613997",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,Smardzów 35,Dzień 16h,"57,8",
dolnośląskie,D_02_000441_001,Smardzów 35,Smardzów,"16,063517","51,613997",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,Smardzów 35,Noc 8h,"53,6",
dolnośląskie,D_02_000442_001,ul Trzebnicka 8,Wołów,"16,656633","51,333514",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,"Wołów, ul Trzebnicka 8",Dzień 16h,"66,5",
dolnośląskie,D_02_000442_001,ul Trzebnicka 8,Wołów,"16,656633","51,333514",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),15.11.2021,16.11.2021,"Wołów, ul Trzebnicka 8",Noc 8h,"58,4",
dolnośląskie,D_02_000443_001,ul. 1 Maja 21,Kąty Wrocławskie,"16,766256","51,031172",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),8.11.2021,9.11.2021,"Kąty Wrocławskie, ul. 1 Maja 21",Dzień 16h,"69,2",
dolnośląskie,D_02_000443_001,ul. 1 Maja 21,Kąty Wrocławskie,"16,766256","51,031172",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),8.11.2021,9.11.2021,"Kąty Wrocławskie, ul. 1 Maja 21",Noc 8h,"61,4",
dolnośląskie,D_02_000444_001,ul. Parkowa 4,Małuszów,"16,87375","51,014083",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,"Małuszów, ul. Parkowa 4",Dzień 16h,"68,9",
dolnośląskie,D_02_000444_001,ul. Parkowa 4,Małuszów,"16,87375","51,014083",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,"Małuszów, ul. Parkowa 4",Noc 8h,"64,3",
dolnośląskie,D_02_000445_001,ul. LG,Biskupice Podgórne,"16,888408","51,031039",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,"Biskupice Podgórne, ul. LG",Dzień 16h,72,
dolnośląskie,D_02_000445_001,ul. LG,Biskupice Podgórne,"16,888408","51,031039",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,"Biskupice Podgórne, ul. LG",Noc 8h,"66,8",
dolnośląskie,D_02_000446_001,ul. Łużycka,Zgorzelec,"15,031369","51,147797","Państwowy monitoring środowiska, art. 26 Poś",7.12.2021,8.12.2021,"Zgorzelec, ul. Łużycka",Dzień 16h,"72,3",
dolnośląskie,D_02_000446_001,ul. Łużycka,Zgorzelec,"15,031369","51,147797","Państwowy monitoring środowiska, art. 26 Poś",7.12.2021,8.12.2021,"Zgorzelec, ul. Łużycka",Noc 8h,"66,6",
dolnośląskie,D_02_000447_001,Osiek Łużycki 33a,Osiek Łużycki,"15,003633","51,066619",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),7.12.2021,8.12.2021,Osiek Łużycki 33a,Dzień 16h,70,
dolnośląskie,D_02_000447_001,Osiek Łużycki 33a,Osiek Łużycki,"15,003633","51,066619",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),7.12.2021,8.12.2021,Osiek Łużycki 33a,Noc 8h,"65,4",
dolnośląskie,D_02_000448_001,Kopacz 32,Kopacz,"15,948731","51,134161",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),23.11.2021,24.11.2021,Kopacz 32,Dzień 16h,"67,5",
dolnośląskie,D_02_000448_001,Kopacz 32,Kopacz,"15,948731","51,134161",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),23.11.2021,24.11.2021,Kopacz 32,Noc 8h,"60,9",
dolnośląskie,D_02_000449_001,Kozów 36T,Kozów,"15,963444","51,140217",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,Kozów 36T,Dzień 16h,"64,4",
dolnośląskie,D_02_000449_001,Kozów 36T,Kozów,"15,963444","51,140217",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,Kozów 36T,Noc 8h,"54,6",
dolnośląskie,D_02_000450_001,ul. Pułaskiego 7,Podgórzyn,"15,6684","50,835569",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),7.12.2021,8.12.2021,"Podgórzyn, ul. Pułaskiego 7",Dzień 16h,66,
dolnośląskie,D_02_000450_001,ul. Pułaskiego 7,Podgórzyn,"15,6684","50,835569",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),7.12.2021,8.12.2021,"Podgórzyn, ul. Pułaskiego 7",Noc 8h,56,
dolnośląskie,D_02_000451_001,ul. Wrocławska 21,Długołęka,"17,188697","51,177875",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),4.11.2021,5.11.2021,"Długołęka, ul. Wrocławska 21",Dzień 16h,"72,3",
dolnośląskie,D_02_000451_001,ul. Wrocławska 21,Długołęka,"17,188697","51,177875",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),4.11.2021,5.11.2021,"Długołęka, ul. Wrocławska 21",Noc 8h,"68,1",
dolnośląskie,D_02_000452_001,ul. Wroclawska 19,Smardzów,"17,323383","51,202092",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),4.11.2021,5.11.2021,"Smardzów, ul. Wroclawska 19",Dzień 16h,"71,6",
dolnośląskie,D_02_000452_001,ul. Wroclawska 19,Smardzów,"17,323383","51,202092",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),4.11.2021,5.11.2021,"Smardzów, ul. Wroclawska 19",Noc 8h,"66,4",
dolnośląskie,D_02_000453_001,"Długołęka, łącznik 372",Długołęka,"17,124586","51,177608",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,"Długołęka, łącznik 372",Dzień 16h,"74,6",
dolnośląskie,D_02_000453_001,"Długołęka, łącznik 372",Długołęka,"17,124586","51,177608",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,"Długołęka, łącznik 372",Noc 8h,"68,2",
dolnośląskie,D_02_000454_001,ul. Zagajnikowa 51,Wrocław,"17,162872","51,093686",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),4.11.2021,5.11.2021,"Wrocław, ul. Zagajnikowa 51",Dzień 16h,"72,5",
dolnośląskie,D_02_000454_001,ul. Zagajnikowa 51,Wrocław,"17,162872","51,093686",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),4.11.2021,5.11.2021,"Wrocław, ul. Zagajnikowa 51",Noc 8h,"64,4",
dolnośląskie,D_02_000455_001,Wschodnnia Obwodnica Wrocławia,,"17,158714","51,07285",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,Wschodnnia Obwodnica Wrocławia - 1,Dzień 16h,"71,2",
dolnośląskie,D_02_000455_001,Wschodnnia Obwodnica Wrocławia,,"17,158714","51,07285",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,Wschodnnia Obwodnica Wrocławia - 1,Noc 8h,"65,6",
dolnośląskie,D_02_000456_001,Wschodnnia Obwodnica Wrocławia -2,,"17,096178","51,034772",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,Wschodnnia Obwodnica Wrocławia - 2,Dzień 16h,"73,2",
dolnośląskie,D_02_000456_001,Wschodnnia Obwodnica Wrocławia -2,,"17,096178","51,034772",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),9.11.2021,10.11.2021,Wschodnnia Obwodnica Wrocławia - 2,Noc 8h,"67,3",
dolnośląskie,D_02_000457_001,ul. Strzegomska 50,Świebodzice,"16,32465","50,867894",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),17.11.2021,18.11.2021,"Świebodzice, ul. Strzegomska 50",Dzień 16h,"67,7",
dolnośląskie,D_02_000457_001,ul. Strzegomska 50,Świebodzice,"16,32465","50,867894",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),17.11.2021,18.11.2021,"Świebodzice, ul. Strzegomska 50",Noc 8h,"61,8",
dolnośląskie,D_02_000458_001,ul. Główna 213,Stare Bogaczowice,"16,202183","50,847433",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2.12.2021,3.12.2021,"Stare Bogaczowice, ul. Główna 213",Dzień 16h,64,
dolnośląskie,D_02_000458_001,ul. Główna 213,Stare Bogaczowice,"16,202183","50,847433",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2.12.2021,3.12.2021,"Stare Bogaczowice, ul. Główna 213",Noc 8h,"55,4",
dolnośląskie,D_02_000459_001,Obwodnica Szczawna-Zdroju,Szczawno-Zdrój,"16,246997","50,817003",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),7.12.2021,8.12.2021,Obwodnica Szczawna-Zdroju,Dzień 16h,"66,8",
dolnośląskie,D_02_000459_001,Obwodnica Szczawna-Zdroju,Szczawno-Zdrój,"16,246997","50,817003",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),7.12.2021,8.12.2021,Obwodnica Szczawna-Zdroju,Noc 8h,"58,3",
dolnośląskie,D_02_000460_001,ul. Wałbrzyska 57,Świdnica,"16,473825","50,832092",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),17.11.2021,18.11.2021,"Świdnica, ul. Wałbrzyska 57",Dzień 16h,"67,9",
dolnośląskie,D_02_000460_001,ul. Wałbrzyska 57,Świdnica,"16,473825","50,832092",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),17.11.2021,18.11.2021,"Świdnica, ul. Wałbrzyska 57",Noc 8h,"57,1",
dolnośląskie,D_02_000461_001,ul. Wierzbowa 2,Świdnica,"16,500008","50,848194",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,"Świdnica, ul. Wierzbowa 2",Dzień 16h,"62,4",
dolnośląskie,D_02_000461_001,ul. Wierzbowa 2,Świdnica,"16,500008","50,848194",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,"Świdnica, ul. Wierzbowa 2",Noc 8h,"54,7",
dolnośląskie,D_02_000462_001,ul. Noworudzka 20,Jedlina-Zdrój,"16,360911","50,708478",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2.12.2021,3.12.2021,"Jedlina Zdrój, ul. Noworudzka 20",Dzień 16h,"69,4",
dolnośląskie,D_02_000462_001,ul. Noworudzka 20,Jedlina-Zdrój,"16,360911","50,708478",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2.12.2021,3.12.2021,"Jedlina Zdrój, ul. Noworudzka 20",Noc 8h,"63,3",
dolnośląskie,D_02_000463_001,Gołogłowy 1a,Gołogłowy,"16,616414","50,469381",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),7.12.2021,8.12.2021,Gołogłowy 1a,Dzień 16h,"68,4",
dolnośląskie,D_02_000463_001,Gołogłowy 1a,Gołogłowy,"16,616414","50,469381",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),7.12.2021,8.12.2021,Gołogłowy 1a,Noc 8h,"60,7",
dolnośląskie,D_02_000464_001,Nowy Jaworów 9,Nowy Jaworów,"16,412781","50,902056",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,Nowy Jaworów 9,Dzień 16h,"68,4",
dolnośląskie,D_02_000464_001,Nowy Jaworów 9,Nowy Jaworów,"16,412781","50,902056",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,Nowy Jaworów 9,Noc 8h,"61,2",
dolnośląskie,D_02_000465_001,Boleścin 6a,Boleścin,"16,52815","50,819433",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),17.11.2021,18.11.2021,Boleścin 6a,Dzień 16h,"71,2",
dolnośląskie,D_02_000465_001,Boleścin 6a,Boleścin,"16,52815","50,819433",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),17.11.2021,18.11.2021,Boleścin 6a,Noc 8h,63,
dolnośląskie,D_02_000466_001,ul. Jesionowa 43,Dzierżoniów,"16,629544","50,745464",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,"Dzierżoniów, ul. Jesionowa 43",Dzień 16h,"54,4",
dolnośląskie,D_02_000466_001,ul. Jesionowa 43,Dzierżoniów,"16,629544","50,745464",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,"Dzierżoniów, ul. Jesionowa 43",Noc 8h,"47,1",
dolnośląskie,D_02_000467_001,ul. Pileckiego 56,Bielawa,"16,616386","50,678206",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),22.11.2021,23.11.2021,"Bielawa, ul. Pileckiego 56",Dzień 16h,"63,1",
