Województwo,Kod punktu pomiarowego,Nazwa punktu pomiarowego,Miejscowość,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Czas odniesienia,Laeq po korekcie [dB]
zachodniopomorskie,D_32_000251_001,PPH1_S3,,14.770194,53.809889,Analiza porealizacyjna,2023-05-31,2023-09-21,Droga ekspresowa S3 na odcinku Brzozowo - Miękowo_3,Noc 8h,65.5
zachodniopomorskie,D_32_000251_001,PPH1_S3,,14.770194,53.809889,Analiza porealizacyjna,2023-05-31,2023-09-21,Droga ekspresowa S3 na odcinku Brzozowo - Miękowo_3,Noc 8h,67
zachodniopomorskie,D_32_000251_002,PDH8_S3,,14.766639,53.811028,Analiza porealizacyjna,2023-05-31,2023-09-21,Droga ekspresowa S3 na odcinku Brzozowo - Miękowo_3,Dzień 16h,57.1
zachodniopomorskie,D_32_000251_002,PDH8_S3,,14.766639,53.811028,Analiza porealizacyjna,2023-05-31,2023-09-21,Droga ekspresowa S3 na odcinku Brzozowo - Miękowo_3,Dzień 16h,57.9
zachodniopomorskie,D_32_000251_002,PDH8_S3,,14.766639,53.811028,Analiza porealizacyjna,2023-05-31,2023-09-21,Droga ekspresowa S3 na odcinku Brzozowo - Miękowo_3,Noc 8h,51
zachodniopomorskie,D_32_000251_002,PDH8_S3,,14.766639,53.811028,Analiza porealizacyjna,2023-05-31,2023-09-21,Droga ekspresowa S3 na odcinku Brzozowo - Miękowo_3,Noc 8h,51.7
zachodniopomorskie,D_32_000254_001,PDH1_S3_II,,14.811833,53.581528,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,75.5
zachodniopomorskie,D_32_000254_001,PDH1_S3_II,,14.811833,53.581528,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,75.7
zachodniopomorskie,D_32_000254_001,PDH1_S3_II,,14.811833,53.581528,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,70
zachodniopomorskie,D_32_000254_001,PDH1_S3_II,,14.811833,53.581528,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,70.3
zachodniopomorskie,D_32_000254_002,PDH2_S3_II,,14.811556,53.580722,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,60.2
zachodniopomorskie,D_32_000254_002,PDH2_S3_II,,14.811556,53.580722,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,63.6
zachodniopomorskie,D_32_000254_002,PDH2_S3_II,,14.811556,53.580722,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,56.7
zachodniopomorskie,D_32_000254_002,PDH2_S3_II,,14.811556,53.580722,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,60.6
zachodniopomorskie,D_32_000254_003,PDH3_S3_II,,14.804111,53.578222,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,54.7
zachodniopomorskie,D_32_000254_003,PDH3_S3_II,,14.804111,53.578222,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,57.3
zachodniopomorskie,D_32_000254_003,PDH3_S3_II,,14.804111,53.578222,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,51.7
zachodniopomorskie,D_32_000254_003,PDH3_S3_II,,14.804111,53.578222,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,52
zachodniopomorskie,D_32_000254_004,PDH4_S3_II,,14.799806,53.56625,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,47.9
zachodniopomorskie,D_32_000254_004,PDH4_S3_II,,14.799806,53.56625,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,51.3
zachodniopomorskie,D_32_000254_004,PDH4_S3_II,,14.799806,53.56625,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,46.4
zachodniopomorskie,D_32_000254_004,PDH4_S3_II,,14.799806,53.56625,Analiza porealizacyjna,2023-06-13,2023-10-04,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,48.1
zachodniopomorskie,D_32_000254_005,PDH5_S3_II,,14.809972,53.529917,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,55.4
zachodniopomorskie,D_32_000254_005,PDH5_S3_II,,14.809972,53.529917,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,55.7
zachodniopomorskie,D_32_000254_005,PDH5_S3_II,,14.809972,53.529917,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,51.5
zachodniopomorskie,D_32_000254_005,PDH5_S3_II,,14.809972,53.529917,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,51.6
zachodniopomorskie,D_32_000254_006,PDH6_S3_II,,14.794472,53.490444,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,53.8
zachodniopomorskie,D_32_000254_006,PDH6_S3_II,,14.794472,53.490444,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,55.5
zachodniopomorskie,D_32_000254_006,PDH6_S3_II,,14.794472,53.490444,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,49.4
zachodniopomorskie,D_32_000254_006,PDH6_S3_II,,14.794472,53.490444,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,49.6
zachodniopomorskie,D_32_000254_007,PDH7_S3_II,,14.783528,53.472083,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,44.5
zachodniopomorskie,D_32_000254_007,PDH7_S3_II,,14.783528,53.472083,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,44.8
zachodniopomorskie,D_32_000254_007,PDH7_S3_II,,14.783528,53.472083,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,40.6
zachodniopomorskie,D_32_000254_007,PDH7_S3_II,,14.783528,53.472083,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,42.9
zachodniopomorskie,D_32_000254_008,PDH8_S3_II,,14.789694,53.468472,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,53.5
zachodniopomorskie,D_32_000254_008,PDH8_S3_II,,14.789694,53.468472,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,54.1
zachodniopomorskie,D_32_000254_008,PDH8_S3_II,,14.789694,53.468472,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,49.7
zachodniopomorskie,D_32_000254_008,PDH8_S3_II,,14.789694,53.468472,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,49.9
zachodniopomorskie,D_32_000254_009,PDH9_S3_II,,14.787222,53.463694,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,55.4
zachodniopomorskie,D_32_000254_009,PDH9_S3_II,,14.787222,53.463694,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,56.8
zachodniopomorskie,D_32_000254_009,PDH9_S3_II,,14.787222,53.463694,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,50.3
zachodniopomorskie,D_32_000254_009,PDH9_S3_II,,14.787222,53.463694,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,52.1
zachodniopomorskie,D_32_000254_010,PDH10_S3_II,,14.789028,53.456,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,55.5
zachodniopomorskie,D_32_000254_010,PDH10_S3_II,,14.789028,53.456,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Dzień 16h,58.1
zachodniopomorskie,D_32_000254_010,PDH10_S3_II,,14.789028,53.456,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,52
zachodniopomorskie,D_32_000254_010,PDH10_S3_II,,14.789028,53.456,Analiza porealizacyjna,2023-06-14,2023-10-05,Droga ekspresowa S3 na odcinku Miękowo - Rześnica,Noc 8h,53.3
zachodniopomorskie,D_32_000264_001,P1 Jeleń,Jeleń,16.610472,53.630361,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-30,2023-04-03,"Jeleń, droga krajowa nr 10",Dzień 16h,62.5
zachodniopomorskie,D_32_000264_001,P1 Jeleń,Jeleń,16.610472,53.630361,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-30,2023-04-03,"Jeleń, droga krajowa nr 10",Dzień 16h,63.9
zachodniopomorskie,D_32_000264_001,P1 Jeleń,Jeleń,16.610472,53.630361,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-30,2023-04-03,"Jeleń, droga krajowa nr 10",Dzień 16h,66.9
zachodniopomorskie,D_32_000264_001,P1 Jeleń,Jeleń,16.610472,53.630361,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-30,2023-04-03,"Jeleń, droga krajowa nr 10",Noc 8h,56.8
zachodniopomorskie,D_32_000264_001,P1 Jeleń,Jeleń,16.610472,53.630361,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-30,2023-04-03,"Jeleń, droga krajowa nr 10",Noc 8h,59
zachodniopomorskie,D_32_000264_001,P1 Jeleń,Jeleń,16.610472,53.630361,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-30,2023-04-03,"Jeleń, droga krajowa nr 10",Noc 8h,61.2
zachodniopomorskie,D_32_000265_001,P2 Jeleń,Jeleń,16.603083,53.626,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-04,"Jeleń, droga krajowa nr 10_parking",Dzień 16h,60.9
zachodniopomorskie,D_32_000265_001,P2 Jeleń,Jeleń,16.603083,53.626,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-04,"Jeleń, droga krajowa nr 10_parking",Dzień 16h,62.8
zachodniopomorskie,D_32_000265_001,P2 Jeleń,Jeleń,16.603083,53.626,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-04,"Jeleń, droga krajowa nr 10_parking",Dzień 16h,64.7
zachodniopomorskie,D_32_000265_001,P2 Jeleń,Jeleń,16.603083,53.626,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-04,"Jeleń, droga krajowa nr 10_parking",Noc 8h,57.7
zachodniopomorskie,D_32_000265_001,P2 Jeleń,Jeleń,16.603083,53.626,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-04,"Jeleń, droga krajowa nr 10_parking",Noc 8h,57.9
zachodniopomorskie,D_32_000265_001,P2 Jeleń,Jeleń,16.603083,53.626,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-04,"Jeleń, droga krajowa nr 10_parking",Noc 8h,59.5
zachodniopomorskie,D_32_000266_002,P1 Karlino,Karlino,15.876306,54.037139,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-22,2023-03-26,"Karlino, ul Traugutta",Dzień 16h,50.4
zachodniopomorskie,D_32_000266_002,P1 Karlino,Karlino,15.876306,54.037139,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-22,2023-03-26,"Karlino, ul Traugutta",Dzień 16h,52
zachodniopomorskie,D_32_000266_002,P1 Karlino,Karlino,15.876306,54.037139,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-22,2023-03-26,"Karlino, ul Traugutta",Dzień 16h,53.3
zachodniopomorskie,D_32_000266_002,P1 Karlino,Karlino,15.876306,54.037139,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-22,2023-03-26,"Karlino, ul Traugutta",Dzień 16h,54.4
zachodniopomorskie,D_32_000266_002,P1 Karlino,Karlino,15.876306,54.037139,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-22,2023-03-26,"Karlino, ul Traugutta",Noc 8h,41.9
zachodniopomorskie,D_32_000266_002,P1 Karlino,Karlino,15.876306,54.037139,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-22,2023-03-26,"Karlino, ul Traugutta",Noc 8h,42.3
zachodniopomorskie,D_32_000266_002,P1 Karlino,Karlino,15.876306,54.037139,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-22,2023-03-26,"Karlino, ul Traugutta",Noc 8h,43.2
zachodniopomorskie,D_32_000266_002,P1 Karlino,Karlino,15.876306,54.037139,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-22,2023-03-26,"Karlino, ul Traugutta",Noc 8h,43.6
zachodniopomorskie,D_32_000267_001,P2 Karlino,Karlino,15.884528,54.048528,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-15,2023-03-19,"Karlino, ul. Kołobrzeska",Dzień 16h,62.3
zachodniopomorskie,D_32_000267_001,P2 Karlino,Karlino,15.884528,54.048528,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-15,2023-03-19,"Karlino, ul. Kołobrzeska",Dzień 16h,62.7
zachodniopomorskie,D_32_000267_001,P2 Karlino,Karlino,15.884528,54.048528,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-15,2023-03-19,"Karlino, ul. Kołobrzeska",Dzień 16h,64.8
zachodniopomorskie,D_32_000267_001,P2 Karlino,Karlino,15.884528,54.048528,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-15,2023-03-19,"Karlino, ul. Kołobrzeska",Dzień 16h,66.1
zachodniopomorskie,D_32_000267_001,P2 Karlino,Karlino,15.884528,54.048528,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-15,2023-03-19,"Karlino, ul. Kołobrzeska",Noc 8h,55.4
zachodniopomorskie,D_32_000267_001,P2 Karlino,Karlino,15.884528,54.048528,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-15,2023-03-19,"Karlino, ul. Kołobrzeska",Noc 8h,56.3
zachodniopomorskie,D_32_000267_001,P2 Karlino,Karlino,15.884528,54.048528,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-15,2023-03-19,"Karlino, ul. Kołobrzeska",Noc 8h,56.7
zachodniopomorskie,D_32_000267_001,P2 Karlino,Karlino,15.884528,54.048528,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-15,2023-03-19,"Karlino, ul. Kołobrzeska",Noc 8h,57.1
zachodniopomorskie,D_32_000268_002,P3 Karlino,Karlino,15.881306,54.04025,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-08,2023-03-12,"Karlino, ul Koszalińska",Dzień 16h,61.7
zachodniopomorskie,D_32_000268_002,P3 Karlino,Karlino,15.881306,54.04025,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-08,2023-03-12,"Karlino, ul Koszalińska",Dzień 16h,63.4
zachodniopomorskie,D_32_000268_002,P3 Karlino,Karlino,15.881306,54.04025,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-08,2023-03-12,"Karlino, ul Koszalińska",Dzień 16h,64
zachodniopomorskie,D_32_000268_002,P3 Karlino,Karlino,15.881306,54.04025,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-08,2023-03-12,"Karlino, ul Koszalińska",Dzień 16h,66.2
zachodniopomorskie,D_32_000268_002,P3 Karlino,Karlino,15.881306,54.04025,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-08,2023-03-12,"Karlino, ul Koszalińska",Noc 8h,56.5
zachodniopomorskie,D_32_000268_002,P3 Karlino,Karlino,15.881306,54.04025,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-08,2023-03-12,"Karlino, ul Koszalińska",Noc 8h,57.6
zachodniopomorskie,D_32_000268_002,P3 Karlino,Karlino,15.881306,54.04025,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-08,2023-03-12,"Karlino, ul Koszalińska",Noc 8h,58.3
zachodniopomorskie,D_32_000268_002,P3 Karlino,Karlino,15.881306,54.04025,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-08,2023-03-12,"Karlino, ul Koszalińska",Noc 8h,59.8
zachodniopomorskie,D_32_000269_002,P1 Polanów,Polanów,16.685861,54.121194,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-25,2023-10-29,"Polanów, ul. Sławieńska",Dzień 16h,62.1
zachodniopomorskie,D_32_000269_002,P1 Polanów,Polanów,16.685861,54.121194,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-25,2023-10-29,"Polanów, ul. Sławieńska",Dzień 16h,62.2
zachodniopomorskie,D_32_000269_002,P1 Polanów,Polanów,16.685861,54.121194,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-25,2023-10-29,"Polanów, ul. Sławieńska",Dzień 16h,63.3
zachodniopomorskie,D_32_000269_002,P1 Polanów,Polanów,16.685861,54.121194,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-25,2023-10-29,"Polanów, ul. Sławieńska",Dzień 16h,64.4
zachodniopomorskie,D_32_000269_002,P1 Polanów,Polanów,16.685861,54.121194,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-25,2023-10-29,"Polanów, ul. Sławieńska",Noc 8h,53.7
zachodniopomorskie,D_32_000269_002,P1 Polanów,Polanów,16.685861,54.121194,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-25,2023-10-29,"Polanów, ul. Sławieńska",Noc 8h,56.2
zachodniopomorskie,D_32_000269_002,P1 Polanów,Polanów,16.685861,54.121194,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-25,2023-10-29,"Polanów, ul. Sławieńska",Noc 8h,56.3
zachodniopomorskie,D_32_000269_002,P1 Polanów,Polanów,16.685861,54.121194,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-25,2023-10-29,"Polanów, ul. Sławieńska",Noc 8h,58.3
zachodniopomorskie,D_32_000270_001,P2 Polanów,Polanów,16.677861,54.119639,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-25,2023-05-28,"Polanów, ul. Koszalińska",Dzień 16h,62
zachodniopomorskie,D_32_000270_001,P2 Polanów,Polanów,16.677861,54.119639,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-25,2023-05-28,"Polanów, ul. Koszalińska",Dzień 16h,63.2
zachodniopomorskie,D_32_000270_001,P2 Polanów,Polanów,16.677861,54.119639,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-25,2023-05-28,"Polanów, ul. Koszalińska",Dzień 16h,64.1
zachodniopomorskie,D_32_000270_001,P2 Polanów,Polanów,16.677861,54.119639,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-25,2023-05-28,"Polanów, ul. Koszalińska",Noc 8h,53.7
zachodniopomorskie,D_32_000270_001,P2 Polanów,Polanów,16.677861,54.119639,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-25,2023-05-28,"Polanów, ul. Koszalińska",Noc 8h,56.2
zachodniopomorskie,D_32_000270_001,P2 Polanów,Polanów,16.677861,54.119639,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-25,2023-05-28,"Polanów, ul. Koszalińska",Noc 8h,58.1
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,58.9
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,59.6
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,60.5
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,60.6
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,60.8
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,60.9
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,61
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,61.6
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,61.8
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 12h,62.4
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,59.8
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,60.2
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,60.3
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,60.8
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,60.9
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,61
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,61.1
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,62.1
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,62.2
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Dzień 16h,62.4
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,51.3
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,52
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,53.8
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,54.9
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,55.1
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,55.2
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,55.9
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,57.1
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,58.2
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Noc 8h,58.3
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Wieczór 4h,60.8
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Wieczór 4h,61
zachodniopomorskie,D_32_000271_002,P3 Polanów,Polanów,16.688,54.119667,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-12-31,"Polanów, ul. Strumykowa",Wieczór 4h,61.2
