Województwo,Kod punktu pomiarowego,Nazwa punktu pomiarowego,Miejscowość,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Czas odniesienia,Laeq po korekcie [dB]
kujawsko-pomorskie,D_04_000059_002,"Solec Kuj., ul. 23 Stycznia 13",Solec Kujawski,18.224694,53.08025,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-23,2023-10-24,ul. 23 Stycznia (DW 249),Dzień 12h,63.2
kujawsko-pomorskie,D_04_000059_002,"Solec Kuj., ul. 23 Stycznia 13",Solec Kujawski,18.224694,53.08025,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-23,2023-10-24,ul. 23 Stycznia (DW 249),Dzień 16h,63.1
kujawsko-pomorskie,D_04_000059_002,"Solec Kuj., ul. 23 Stycznia 13",Solec Kujawski,18.224694,53.08025,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-23,2023-10-24,ul. 23 Stycznia (DW 249),Noc 8h,54.4
kujawsko-pomorskie,D_04_000059_002,"Solec Kuj., ul. 23 Stycznia 13",Solec Kujawski,18.224694,53.08025,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-23,2023-10-24,ul. 23 Stycznia (DW 249),Wieczór 4h,62.5
kujawsko-pomorskie,D_04_000059_002,"Solec Kuj., ul. 23 Stycznia 13",Solec Kujawski,18.224694,53.08025,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-24,2023-10-25,ul. 23 Stycznia (DW 249),Dzień 12h,61.5
kujawsko-pomorskie,D_04_000059_002,"Solec Kuj., ul. 23 Stycznia 13",Solec Kujawski,18.224694,53.08025,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-24,2023-10-25,ul. 23 Stycznia (DW 249),Dzień 16h,61.3
kujawsko-pomorskie,D_04_000059_002,"Solec Kuj., ul. 23 Stycznia 13",Solec Kujawski,18.224694,53.08025,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-24,2023-10-25,ul. 23 Stycznia (DW 249),Noc 8h,53.7
kujawsko-pomorskie,D_04_000059_002,"Solec Kuj., ul. 23 Stycznia 13",Solec Kujawski,18.224694,53.08025,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-24,2023-10-25,ul. 23 Stycznia (DW 249),Wieczór 4h,60.6
kujawsko-pomorskie,D_04_000060_002,"Solec Kuj., ul. Leśna (Jodłowa 7)",Solec Kujawski,18.219528,53.072667,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-28,2023-06-29,ul. Leśna (DW 249),Dzień 16h,64.7
kujawsko-pomorskie,D_04_000060_002,"Solec Kuj., ul. Leśna (Jodłowa 7)",Solec Kujawski,18.219528,53.072667,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-28,2023-06-29,ul. Leśna (DW 249),Noc 8h,57.8
kujawsko-pomorskie,D_04_000060_002,"Solec Kuj., ul. Leśna (Jodłowa 7)",Solec Kujawski,18.219528,53.072667,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-14,2023-09-15,ul. Leśna (DW 249),Dzień 16h,64.4
kujawsko-pomorskie,D_04_000060_002,"Solec Kuj., ul. Leśna (Jodłowa 7)",Solec Kujawski,18.219528,53.072667,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-14,2023-09-15,ul. Leśna (DW 249),Noc 8h,57.4
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-01-31,"Toruń, Przy Kaszowniku",Dzień 12h,57
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-01-31,"Toruń, Przy Kaszowniku",Dzień 16h,56.7
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-01-31,"Toruń, Przy Kaszowniku",Noc 8h,50.2
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-01-31,"Toruń, Przy Kaszowniku",Wieczór 4h,55.6
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-02-01,2023-02-28,"Toruń, Przy Kaszowniku",Dzień 12h,57
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-02-01,2023-02-28,"Toruń, Przy Kaszowniku",Dzień 16h,56.6
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-02-01,2023-02-28,"Toruń, Przy Kaszowniku",Noc 8h,49.9
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-02-01,2023-02-28,"Toruń, Przy Kaszowniku",Wieczór 4h,55.3
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-01,2023-03-31,"Toruń, Przy Kaszowniku",Dzień 12h,57.1
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-01,2023-03-31,"Toruń, Przy Kaszowniku",Dzień 16h,56.7
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-01,2023-03-31,"Toruń, Przy Kaszowniku",Noc 8h,49.7
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-01,2023-03-31,"Toruń, Przy Kaszowniku",Wieczór 4h,55.4
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-04-01,2023-04-30,"Toruń, Przy Kaszowniku",Dzień 12h,56.7
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-04-01,2023-04-30,"Toruń, Przy Kaszowniku",Dzień 16h,56.4
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-04-01,2023-04-30,"Toruń, Przy Kaszowniku",Noc 8h,49.9
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-04-01,2023-04-30,"Toruń, Przy Kaszowniku",Wieczór 4h,55.5
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-01,2023-05-31,"Toruń, Przy Kaszowniku",Dzień 12h,56.2
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-01,2023-05-31,"Toruń, Przy Kaszowniku",Dzień 16h,56
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-01,2023-05-31,"Toruń, Przy Kaszowniku",Noc 8h,50.8
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-01,2023-05-31,"Toruń, Przy Kaszowniku",Wieczór 4h,55.3
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-30,"Toruń, Przy Kaszowniku",Dzień 12h,56
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-30,"Toruń, Przy Kaszowniku",Dzień 16h,55.6
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-30,"Toruń, Przy Kaszowniku",Noc 8h,49.3
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-30,"Toruń, Przy Kaszowniku",Wieczór 4h,54.3
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-01,2023-07-31,"Toruń, Przy Kaszowniku",Dzień 12h,55.9
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-01,2023-07-31,"Toruń, Przy Kaszowniku",Dzień 16h,55.6
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-01,2023-07-31,"Toruń, Przy Kaszowniku",Noc 8h,49.2
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-01,2023-07-31,"Toruń, Przy Kaszowniku",Wieczór 4h,54.6
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-01,2023-08-31,"Toruń, Przy Kaszowniku",Dzień 12h,56.6
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-01,2023-08-31,"Toruń, Przy Kaszowniku",Dzień 16h,56.2
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-01,2023-08-31,"Toruń, Przy Kaszowniku",Noc 8h,49.2
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-01,2023-08-31,"Toruń, Przy Kaszowniku",Wieczór 4h,54.7
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-01,2023-09-30,"Toruń, Przy Kaszowniku",Dzień 12h,56
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-01,2023-09-30,"Toruń, Przy Kaszowniku",Dzień 16h,55.8
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-01,2023-09-30,"Toruń, Przy Kaszowniku",Noc 8h,50.6
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-01,2023-09-30,"Toruń, Przy Kaszowniku",Wieczór 4h,55
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-01,2023-10-31,"Toruń, Przy Kaszowniku",Dzień 12h,57
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-01,2023-10-31,"Toruń, Przy Kaszowniku",Dzień 16h,56.7
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-01,2023-10-31,"Toruń, Przy Kaszowniku",Noc 8h,50.5
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-01,2023-10-31,"Toruń, Przy Kaszowniku",Wieczór 4h,55.7
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-11-01,2023-11-30,"Toruń, Przy Kaszowniku",Dzień 12h,57.6
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-11-01,2023-11-30,"Toruń, Przy Kaszowniku",Dzień 16h,57.1
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-11-01,2023-11-30,"Toruń, Przy Kaszowniku",Noc 8h,50.4
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-11-01,2023-11-30,"Toruń, Przy Kaszowniku",Wieczór 4h,55.9
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-12-01,2023-12-31,"Toruń, Przy Kaszowniku",Dzień 12h,57.4
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-12-01,2023-12-31,"Toruń, Przy Kaszowniku",Dzień 16h,57.2
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-12-01,2023-12-31,"Toruń, Przy Kaszowniku",Noc 8h,51.5
kujawsko-pomorskie,D_04_000065_001,Przy Kaszowniku,Toruń,18.612806,53.017611,"Państwowy monitoring środowiska, art. 26 Poś",2023-12-01,2023-12-31,"Toruń, Przy Kaszowniku",Wieczór 4h,56.3
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-01-31,ul. Piłsudskiego 51,Dzień 12h,67.4
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-01-31,ul. Piłsudskiego 51,Dzień 16h,67.2
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-01-31,ul. Piłsudskiego 51,Noc 8h,62.9
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-01-01,2023-01-31,ul. Piłsudskiego 51,Wieczór 4h,66.7
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-02-01,2023-02-28,ul. Piłsudskiego 51,Dzień 12h,67.8
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-02-01,2023-02-28,ul. Piłsudskiego 51,Dzień 16h,67.6
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-02-01,2023-02-28,ul. Piłsudskiego 51,Noc 8h,63.7
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-02-01,2023-02-28,ul. Piłsudskiego 51,Wieczór 4h,67
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-01,2023-03-31,ul. Piłsudskiego 51,Dzień 12h,67.4
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-01,2023-03-31,ul. Piłsudskiego 51,Dzień 16h,67.2
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-01,2023-03-31,ul. Piłsudskiego 51,Noc 8h,62.6
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-03-01,2023-03-31,ul. Piłsudskiego 51,Wieczór 4h,66.4
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-04-01,2023-04-30,ul. Piłsudskiego 51,Dzień 12h,67.5
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-04-01,2023-04-30,ul. Piłsudskiego 51,Dzień 16h,67.2
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-04-01,2023-04-30,ul. Piłsudskiego 51,Noc 8h,63.2
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-04-01,2023-04-30,ul. Piłsudskiego 51,Wieczór 4h,66.2
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-01,2023-05-31,ul. Piłsudskiego 51,Dzień 12h,67.5
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-01,2023-05-31,ul. Piłsudskiego 51,Dzień 16h,67.3
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-01,2023-05-31,ul. Piłsudskiego 51,Noc 8h,63.1
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-01,2023-05-31,ul. Piłsudskiego 51,Wieczór 4h,66.7
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-03,ul. Piłsudskiego 51,Dzień 12h,67.3
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-03,ul. Piłsudskiego 51,Dzień 16h,67.2
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-03,ul. Piłsudskiego 51,Noc 8h,63.6
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-03,ul. Piłsudskiego 51,Wieczór 4h,66.9
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-01,2023-07-31,ul. Piłsudskiego 51,Dzień 12h,67.3
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-01,2023-07-31,ul. Piłsudskiego 51,Dzień 16h,67.2
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-01,2023-07-31,ul. Piłsudskiego 51,Noc 8h,64.1
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-01,2023-07-31,ul. Piłsudskiego 51,Wieczór 4h,66.9
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-01,2023-08-31,ul. Piłsudskiego 51,Dzień 12h,66.9
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-01,2023-08-31,ul. Piłsudskiego 51,Dzień 16h,66.8
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-01,2023-08-31,ul. Piłsudskiego 51,Noc 8h,63.8
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-01,2023-08-31,ul. Piłsudskiego 51,Wieczór 4h,66.4
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-01,2023-09-30,ul. Piłsudskiego 51,Dzień 12h,66.9
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-01,2023-09-30,ul. Piłsudskiego 51,Dzień 16h,66.7
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-01,2023-09-30,ul. Piłsudskiego 51,Noc 8h,64.1
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-01,2023-09-30,ul. Piłsudskiego 51,Wieczór 4h,65.9
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-01,2023-10-31,ul. Piłsudskiego 51,Dzień 12h,67.4
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-01,2023-10-31,ul. Piłsudskiego 51,Dzień 16h,67.3
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-01,2023-10-31,ul. Piłsudskiego 51,Noc 8h,63.2
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-10-01,2023-10-31,ul. Piłsudskiego 51,Wieczór 4h,66.8
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-11-01,2023-11-30,ul. Piłsudskiego 51,Dzień 12h,67.4
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-11-01,2023-11-30,ul. Piłsudskiego 51,Dzień 16h,66.8
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-11-01,2023-11-30,ul. Piłsudskiego 51,Noc 8h,61.4
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-11-01,2023-11-30,ul. Piłsudskiego 51,Wieczór 4h,65.6
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-12-01,2023-12-31,ul. Piłsudskiego 51,Dzień 12h,66.9
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-12-01,2023-12-31,ul. Piłsudskiego 51,Dzień 16h,66.5
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-12-01,2023-12-31,ul. Piłsudskiego 51,Noc 8h,61.1
kujawsko-pomorskie,D_04_000066_001,ul. Piłsudskiego 51,Grudziądz,18.762139,53.493556,"Państwowy monitoring środowiska, art. 26 Poś",2023-12-01,2023-12-31,ul. Piłsudskiego 51,Wieczór 4h,65.2
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-05,2023-08-06,ul. Wolności,Dzień 12h,66.5
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-05,2023-08-06,ul. Wolności,Dzień 16h,66.2
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-05,2023-08-06,ul. Wolności,Noc 8h,59
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-05,2023-08-06,ul. Wolności,Wieczór 4h,65.5
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-09,2023-08-10,ul. Wolności,Dzień 12h,66.9
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-09,2023-08-10,ul. Wolności,Dzień 16h,66.7
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-09,2023-08-10,ul. Wolności,Noc 8h,60.2
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-09,2023-08-10,ul. Wolności,Wieczór 4h,65.8
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-10,2023-08-11,ul. Wolności,Dzień 12h,67.1
kujawsko-pomorskie,D_04_000089_004,"Wąbrzeźno, ul. Wolności 52",Wąbrzeźno,18.946333,53.275,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-10,2023-08-11,ul. Wolności,Dzień 16h,66.7
